OBJID;RA;DEC;NH;ENERGY_SLOPE;ENERGY_SLOPE_ERROR;EXPOSURE_TIME;nufnu_3keV(erg.s-1.cm-2);nufnu_error_3keV(erg.s-1.cm-2);nufnu_0.5keV(erg.s-1.cm-2);nufnu_error_0.5keV(erg.s-1.cm-2);upper_limit_0.5keV(erg.s-1.cm-2);nufnu_1.5keV(erg.s-1.cm-2);nufnu_error_1.5keV(erg.s-1.cm-2);upper_limit_1.5keV(erg.s-1.cm-2);nufnu_4.5keV(erg.s-1.cm-2);nufnu_error_4.5keV(erg.s-1.cm-2);upper_limit_4.5keV(erg.s-1.cm-2)
1939;38.25515833333333;0.42175972222222224;2.07e+20;0.8;-999/-999;15350.8;7.738160000000001e-14;9.66096e-15;7.29056e-14;1.2318700000000002e-14;-999.0;7.728389999999999e-14;1.5791e-14;-999.0;2.2173400000000002e-14;1.04839e-14;-999.0
1940;38.117975;0.46072805555555557;2.05e+20;0.8;-999/-999;16044.3;1.2276399999999999e-14;4.15648e-15;1.055e-14;5.02029e-15;-999.0;1.61004e-14;7.65981e-15;-999.0;3.51963e-15;-1.66671e-11;4.0691000000000004e-14
1941;38.173637499999984;0.37480305555555554;2.06e+20;0.8;-999/-999;15373.3;1.19255e-14;4.15803e-15;9.11647e-15;4.70818e-15;-999.0;6.9501800000000005e-15;5.0543599999999996e-15;-999.0;1.59517e-14;9.76797e-15;-999.0
1942;38.19809999999998;0.3664941666666666;2.06e+20;0.8;-999/-999;15730.9;1.01335e-14;3.88977e-15;3.48557e-15;2.93656e-15;-999.0;5.31464e-15;4.4775199999999994e-15;-999.0;2.43957e-14;1.2179e-14;-999.0
1943;38.15648333333331;0.5364497222222222;2.05e+20;0.8;-999/-999;15881.5;1.0499799999999999e-14;3.88832e-15;4.51319e-15;3.2777099999999998e-15;-999.0;1.3768700000000001e-14;7.19909e-15;-999.0;1.05374e-14;7.65278e-15;-999.0
1944;38.18529583333333;0.5638425;2.06e+20;0.8;-999/-999;15758.8;1.4486e-14;4.56042e-15;9.9723e-15;4.9527e-15;-999.0;1.52053e-14;7.55164e-15;-999.0;1.1630100000000001e-14;8.34717e-15;-999.0
1945;38.06160833333331;0.4831561111111111;2.05e+20;0.8;-999/-999;9353.3;5.1365999999999994e-14;8.44704e-15;1.60589e-14;6.3894599999999995e-15;-999.0;3.67516e-14;1.19645e-14;-999.0;1.12478e-13;2.61066e-14;-999.0
1946;38.31107916666667;0.56506;2.07e+20;0.8;-999/-999;15922.3;1.11222e-14;4.2937600000000006e-15;8.50719e-15;4.96811e-15;-999.0;9.72292e-15;6.40573e-15;-999.0;9.91346e-15;8.01903e-15;-999.0
1947;38.35560833333332;0.4882547222222222;2.08e+20;0.8;-999/-999;15662.2;5.55846e-14;8.99341e-15;3.5443099999999996e-14;9.44301e-15;-999.0;5.39677e-14;1.43785e-14;-999.0;5.780159999999999e-14;1.839e-14;-999.0
1948;38.32732083333332;0.35710138888888887;2.1e+20;0.8;-999/-999;15665.8;1.83495e-14;5.3732e-15;2.45768e-14;8.157559999999999e-15;-999.0;1.06837e-14;6.67906e-15;-999.0;1.90688e-14;-2.15069e-11;5.3821e-14
1949;38.19287083333333;0.27945277777777777;2.06e+20;0.8;-999/-999;14773.3;1.8107599999999998e-14;5.3652000000000005e-15;1.72987e-14;6.88349e-15;-999.0;1.5824299999999998e-14;8.04055e-15;-999.0;8.0727e-15;7.17394e-15;-999.0
1950;38.32853749999998;0.33277999999999996;2.1e+20;0.8;-999/-999;15859.9;1.16598e-14;4.567219999999999e-15;8.60882e-15;5.1953800000000004e-15;-999.0;1.3090700000000001e-14;7.90016e-15;-999.0;6.6738e-15;6.90523e-15;-999.0
1951;38.25987916666665;0.27699416666666665;2.08e+20;0.8;-999/-999;14542.4;4.80409e-14;8.456489999999999e-15;4.5955800000000004e-15;3.37102e-15;-999.0;4.8972000000000005e-14;1.3766299999999998e-14;-999.0;1.0704600000000001e-13;2.5338e-14;-999.0
1952;38.36792083333333;0.3825444444444444;2.11e+20;0.8;-999/-999;15515.5;2.19023e-14;6.0466500000000005e-15;1.57303e-14;6.6585e-15;-999.0;1.43416e-14;7.91865e-15;-999.0;2.9241500000000005e-14;1.4128299999999999e-14;-999.0
1953;38.01839583333333;0.5511805555555556;2.05e+20;1.463;+0.06/-0.06;1282.9;1.01249e-12;2.96208e-14;2.39556e-12;8.928889999999999e-14;-999.0;1.24102e-12;7.25934e-14;-999.0;8.23214e-13;6.778380000000001e-14;-999.0
1954;38.286558333333346;0.2630761111111111;2.1e+20;0.8;-999/-999;9703.0;8.978619999999999e-14;1.2224e-14;1.07078e-13;1.6546500000000002e-14;-999.0;7.235060000000001e-14;1.7155099999999998e-14;-999.0;4.49782e-14;-4.89287e-11;1.82991e-13
1955;38.39155833333331;0.5336383333333333;2.08e+20;0.8;-999/-999;14892.6;2.3973500000000002e-14;6.7114999999999995e-15;5.89409e-15;4.4015e-15;-999.0;1.79458e-14;9.49183e-15;-999.0;5.4895400000000006e-14;2.0505e-14;-999.0
1956;38.39461666666665;0.5490511111111112;2.08e+20;0.8;-999/-999;13847.8;2.0121099999999998e-14;6.443040000000001e-15;3.4634399999999997e-14;1.1090399999999999e-14;-999.0;1.5064500000000002e-14;-1.68693e-11;3.48855e-14;4.60906e-14;-2.58062e-11;5.33669e-14
1957;38.40079166666666;0.5521066666666667;2.08e+20;0.8;-999/-999;13232.9;2.26983e-14;6.97996e-15;3.34791e-14;1.10534e-14;-999.0;1.69959e-14;-1.82765e-11;5.6254399999999997e-14;1.2997299999999998e-14;1.04463e-14;-999.0
1958;38.35494583333332;0.26370333333333335;2.13e+20;-0.175;+0.19/-0.15;4512.4;3.3836e-13;3.7208e-14;3.8155900000000005e-14;1.11072e-14;-999.0;1.5601199999999998e-13;3.1322500000000004e-14;-999.0;5.4281e-13;7.721799999999999e-14;-999.0
2200;39.56447916666667;-1.3069405555555555;3.07e+20;0.8;-999/-999;135960.0;3.75246e-15;8.894719999999999e-16;1.34827e-15;7.20327e-16;-999.0;2.4029299999999998e-15;1.15519e-15;-999.0;8.004739999999999e-15;2.57499e-15;-999.0
2201;39.53990833333333;-1.300531388888889;3.06e+20;0.8;-999/-999;142395.0;2.8300000000000002e-15;7.919010000000001e-16;2.07975e-15;9.141310000000001e-16;-999.0;9.888010000000002e-16;7.53525e-16;-999.0;4.99196e-15;2.06287e-15;-999.0
2202;39.54581666666667;-1.3176688888888888;3.06e+20;0.8;-999/-999;134236.0;5.73225e-15;1.02808e-15;1.47049e-15;6.92335e-16;-999.0;6.99422e-15;1.82918e-15;-999.0;8.47355e-15;2.49301e-15;-999.0
2203;39.514766666666674;-1.2757138888888888;3.06e+20;0.8;-999/-999;159090.0;5.83923e-15;9.864029999999999e-16;3.4130200000000004e-15;1.0091900000000001e-15;-999.0;5.21808e-15;1.49851e-15;-999.0;7.37393e-15;2.1803799999999997e-15;-999.0
2204;39.52257083333333;-1.2586372222222222;3.06e+20;0.8;-999/-999;156136.0;5.7600400000000004e-15;9.864029999999999e-16;1.26142e-15;6.17987e-16;-999.0;6.8376099999999995e-15;1.70424e-15;-999.0;9.26593e-15;2.44774e-15;-999.0
2205;39.56955833333333;-1.3507366666666667;3.06e+20;0.17;+0.22/-0.17;149983.0;1.5728200000000002e-14;1.91654e-15;1.89658e-15;6.9201e-16;-999.0;1.16806e-14;2.26018e-15;-999.0;2.18931e-14;3.99409e-15;-999.0
2206;39.58723333333333;-1.3483977777777778;3.07e+20;0.8;-999/-999;152220.0;5.4021500000000004e-15;9.7286e-16;2.9861699999999998e-15;9.552760000000001e-16;-999.0;5.32205e-15;1.53574e-15;-999.0;6.44692e-15;2.06237e-15;-999.0
2207;39.5447375;-1.3792952777777778;3.06e+20;0.8;-999/-999;157708.0;3.91227e-15;8.474730000000001e-16;4.845100000000001e-16;4.071680000000001e-16;-999.0;3.1098500000000002e-15;1.22337e-15;-999.0;9.42224e-15;2.59327e-15;-999.0
2208;39.555470833333345;-1.3777636111111111;3.06e+20;0.8;-999/-999;150815.0;3.30653e-15;8.196870000000001e-16;8.48017e-16;5.66093e-16;-999.0;1.81458e-15;9.692249999999999e-16;-999.0;8.24716e-15;2.56848e-15;-999.0
2209;39.547470833333335;-1.3962925;3.06e+20;0.8;-999/-999;158454.0;2.67301e-15;7.64115e-16;1.5276300000000001e-15;7.749160000000001e-16;-999.0;2.17942e-15;1.10555e-15;-999.0;3.7715899999999994e-15;1.81384e-15;-999.0
2006;39.54077083333334;-1.200083888888889;3.07e+20;0.8;-999/-999;146528.0;3.2701999999999998e-15;8.338800000000001e-16;1.53304e-15;7.6502e-16;-999.0;2.18578e-15;1.09075e-15;-999.0;6.06959e-15;2.23648e-15;-999.0
2212;39.48739166666667;-1.3783750000000001;3.06e+20;0.8;-999/-999;139657.0;6.21156e-15;1.06976e-15;3.50533e-15;1.12071e-15;-999.0;6.81981e-15;1.87296e-15;-999.0;6.19885e-15;2.1793e-15;-999.0
2213;39.655249999999995;-1.336151111111111;3.07e+20;0.8;-999/-999;159614.0;3.03949e-15;7.921860000000001e-16;1.71655e-15;-1.4216799999999999e-12;1.6421500000000003e-15;1.7692699999999999e-15;9.78617e-16;-999.0;9.10978e-15;2.71083e-15;-999.0
2214;39.65925416666667;-1.2560072222222223;3.08e+20;0.8;-999/-999;159379.0;6.33282e-15;1.04272e-15;4.72004e-15;1.17114e-15;-999.0;3.955490000000001e-15;1.29061e-15;-999.0;8.382070000000001e-15;2.2909199999999998e-15;-999.0
2010;39.47609166666666;-1.2224972222222223;3.06e+20;0.8;-999/-999;157930.0;4.11927e-15;8.891519999999999e-16;2.5597699999999998e-15;9.343400000000001e-16;-999.0;4.46705e-15;1.47822e-15;-999.0;3.68966e-15;1.6515899999999999e-15;-999.0
2216;39.63679166666665;-1.380155;3.07e+20;0.8;-999/-999;159420.0;4.34313e-15;9.17268e-16;5.203330000000001e-16;4.28451e-16;-999.0;1.8543500000000002e-15;9.633089999999999e-16;-999.0;1.29154e-14;3.0951699999999998e-15;-999.0
2217;39.67308750000001;-1.3117261111111111;3.07e+20;0.8;-999/-999;160077.0;4.46821e-15;9.17268e-16;6.68893e-16;4.81383e-16;-999.0;1.43037e-15;8.44764e-16;-999.0;1.37186e-14;3.1577e-15;-999.0
2220;39.67923333333334;-1.30668;3.07e+20;0.8;-999/-999;160312.0;4.489050000000001e-15;9.17268e-16;2.86133e-15;1.00521e-15;-999.0;3.3384700000000004e-15;1.2922399999999999e-15;-999.0;6.1774e-15;2.1701799999999997e-15;-999.0
2219;39.60494583333332;-1.4084383333333332;3.07e+20;0.8;-999/-999;153245.0;3.89422e-15;8.894719999999999e-16;4.77138e-15;1.32855e-15;-999.0;2.72119e-15;1.20325e-15;-999.0;6.867369999999999e-16;7.36329e-16;-999.0
2218;39.63044583333334;-1.2063972222222221;3.08e+20;0.8;-999/-999;146546.0;2.69023e-15;7.924710000000001e-16;8.055810000000001e-16;5.77949e-16;-999.0;5.739200000000001e-16;5.88162e-16;-999.0;7.816079999999999e-15;2.67202e-15;-999.0
2224;39.67134166666665;-1.2418730555555557;3.08e+20;0.8;-999/-999;159009.0;4.54211e-15;9.31501e-16;3.09589e-15;1.03146e-15;-999.0;3.2081899999999998e-15;1.25287e-15;-999.0;6.07498e-15;2.1157299999999998e-15;-999.0
2221;39.66430833333334;-1.3664005555555556;3.07e+20;0.914;+0.11/-0.10;159736.0;3.1930900000000005e-14;1.8901499999999998e-15;2.5118599999999998e-14;2.3412500000000003e-15;-999.0;3.25721e-14;3.23183e-15;-999.0;3.2708099999999995e-14;3.91808e-15;-999.0
2222;39.6834125;-1.2893849999999998;3.07e+20;0.8;-999/-999;160053.0;2.86021e-15;7.921860000000001e-16;3.92996e-15;1.23592e-15;-999.0;8.61852e-16;6.94181e-16;-999.0;1.30502e-15;1.05113e-15;-999.0
2019;39.59729999999999;-1.175101388888889;3.08e+20;0.8;-999/-999;156358.0;3.821929999999999e-15;8.758889999999999e-16;2.86101e-15;1.00947e-15;-999.0;3.67067e-15;1.3653800000000001e-15;-999.0;3.0865400000000003e-15;1.55028e-15;-999.0
2226;39.64351666666667;-1.193331388888889;3.09e+20;0.722;+0.25/-0.19;153184.0;1.02501e-14;1.34753e-15;5.08277e-15;1.23354e-15;-999.0;9.99824e-15;2.06308e-15;-999.0;1.13665e-14;2.75855e-15;-999.0
2021;39.57194999999999;-1.169288888888889;3.08e+20;0.8;-999/-999;156066.0;2.91407e-15;8.063739999999999e-16;1.30957e-15;7.246230000000001e-16;-999.0;2.9863800000000002e-15;1.3030699999999999e-15;-999.0;3.95386e-15;1.86077e-15;-999.0
2022;39.43567916666666;-1.3550119444444446;3.06e+20;0.8;-999/-999;159542.0;2.7786e-15;7.919010000000001e-16;7.4871899999999995e-16;5.48379e-16;-999.0;3.5594e-15;1.44227e-15;-999.0;3.7732100000000004e-15;1.81384e-15;-999.0
2228;39.6832;-1.3495352777777776;3.07e+20;0.8;-999/-999;160113.0;4.49461e-15;9.31166e-16;2.09457e-15;8.539060000000001e-16;-999.0;2.9864e-15;1.21749e-15;-999.0;8.39285e-15;2.52055e-15;-999.0
2229;39.63845416666666;-1.4078116666666667;3.07e+20;0.8;-999/-999;160013.0;3.91368e-15;8.894719999999999e-16;1.31831e-15;6.91114e-16;-999.0;5.638880000000001e-15;1.72406e-15;-999.0;3.79484e-15;1.7249300000000002e-15;-999.0
2025;39.49228333333332;-1.1754916666666668;3.06e+20;0.8;-999/-999;149880.0;3.16621e-15;8.196870000000001e-16;3.24836e-15;1.11397e-15;-999.0;5.794699999999999e-16;5.677240000000001e-16;-999.0;4.3877e-15;1.89092e-15;-999.0
2026;39.416687499999995;-1.2572405555555555;3.06e+20;0.8;-999/-999;159050.0;4.98759e-15;1.0003000000000001e-15;3.1785e-15;1.11372e-15;-999.0;5.3569e-15;1.74268e-15;-999.0;4.3683e-15;1.94051e-15;-999.0
2232;39.436087499999985;-1.3872166666666665;3.06e+20;0.632;+0.15/-0.12;159623.0;2.22827e-14;1.90044e-15;1.2943e-14;1.77427e-15;-999.0;1.4921e-14;2.34999e-15;-999.0;2.5601499999999998e-14;3.8582299999999996e-15;-999.0
2233;39.7058375;-1.322186388888889;3.07e+20;0.8;-999/-999;158571.0;7.25337e-15;1.13964e-15;1.5892099999999998e-15;7.3356e-16;-999.0;1.04234e-14;2.21355e-15;-999.0;8.92111e-15;2.54157e-15;-999.0
2234;39.41952083333334;-1.362308888888889;3.06e+20;0.8;-999/-999;160029.0;2.2201e-15;7.36329e-16;1.53287e-15;8.1683e-16;-999.0;4.37094e-16;5.271469999999999e-16;-999.0;4.636199999999999e-15;2.1006e-15;-999.0
2235;39.68022500000001;-1.2092655555555556;3.08e+20;0.8;-999/-999;157679.0;2.7305499999999998e-15;8.063739999999999e-16;3.54566e-15;1.23461e-15;-999.0;1.55407e-15;9.68758e-16;-999.0;5.88093e-16;7.330939999999999e-16;-999.0
2236;39.41505833333332;-1.3585844444444446;3.06e+20;0.8;-999/-999;160228.0;2.2173200000000003e-15;7.502219999999999e-16;1.40488e-15;7.946260000000001e-16;-999.0;2.33853e-15;1.23226e-15;-999.0;2.0235199999999998e-15;1.41819e-15;-999.0
2032;39.6173;-1.1601869444444444;3.09e+20;0.8;-999/-999;141585.0;2.55212e-15;8.066639999999999e-16;1.63821e-15;8.702439999999999e-16;-999.0;9.332589999999999e-16;7.744519999999999e-16;-999.0;4.94578e-15;2.22789e-15;-999.0
2033;39.434558333333314;-1.1993936111111112;3.06e+20;0.8;-999/-999;142865.0;3.1037e-15;8.474730000000001e-16;8.36041e-16;5.828090000000001e-16;-999.0;1.59034e-15;9.702919999999999e-16;-999.0;7.82672e-15;2.6234600000000002e-15;-999.0
2238;39.53886666666665;-1.1413933333333333;3.07e+20;0.8;-999/-999;147511.0;4.83233e-15;9.45064e-16;7.894880000000001e-16;5.07599e-16;-999.0;1.6881e-15;8.985189999999998e-16;-999.0;1.4484e-14;3.24987e-15;-999.0
2240;39.49496666666667;-1.1530775;3.06e+20;0.8;-999/-999;143168.0;4.23042e-15;9.16938e-16;2.92153e-15;1.0264e-15;-999.0;3.33516e-15;1.2813800000000001e-15;-999.0;5.05071e-15;1.94051e-15;-999.0
2239;39.68188749999999;-1.3980372222222222;3.07e+20;0.8;-999/-999;158698.0;2.49747e-15;7.78288e-16;2.8039099999999997e-16;3.4505800000000004e-16;-999.0;2.79808e-15;1.32037e-15;-999.0;4.8427399999999995e-15;2.15616e-15;-999.0
2241;39.43043749999998;-1.4031572222222222;3.06e+20;0.8;-999/-999;158980.0;3.55105e-15;8.752589999999999e-16;1.34276e-15;7.29758e-16;-999.0;2.87422e-15;1.25469e-15;-999.0;6.5276499999999995e-15;2.3447800000000002e-15;-999.0
2038;39.390600000000006;-1.2794294444444443;3.05e+20;0.8;-999/-999;150974.0;5.04587e-15;1.0139e-15;3.01902e-15;1.04556e-15;-999.0;6.1570700000000005e-15;1.79658e-15;-999.0;3.73056e-15;1.7162400000000003e-15;-999.0
2243;39.457862499999976;-1.4344066666666666;3.06e+20;0.8;-999/-999;158676.0;2.3243000000000003e-15;7.78008e-16;1.9647300000000003e-15;9.485610000000002e-16;-999.0;1.75158e-15;1.08277e-15;-999.0;2.1221599999999998e-15;1.45322e-15;-999.0
2244;39.456604166666665;-1.1619163888888888;3.06e+20;0.8;-999/-999;137383.0;4.17624e-15;9.30831e-16;5.35655e-16;4.52325e-16;-999.0;3.05646e-15;1.29064e-15;-999.0;1.04141e-14;2.8892e-15;-999.0
2245;39.39263333333332;-1.3426958333333332;3.05e+20;0.8;-999/-999;158403.0;2.41391e-15;7.638950000000001e-16;1.96947e-15;9.28144e-16;-999.0;5.62322e-16;6.02183e-16;-999.0;4.25826e-15;2.0067699999999997e-15;-999.0
2247;39.489591666666655;-1.4585424999999999;3.06e+20;0.945;+0.26/-0.19;142161.0;9.10836e-15;1.18815e-15;5.45252e-15;1.29022e-15;-999.0;1.24459e-14;2.29406e-15;-999.0;9.17042e-15;2.37416e-15;-999.0
2248;39.701149999999984;-1.3943391666666667;3.07e+20;0.8;-999/-999;157250.0;2.43354e-15;7.78288e-16;2.05686e-15;9.54776e-16;-999.0;2.19895e-15;1.19114e-15;-999.0;1.6656300000000002e-15;1.28831e-15;-999.0
2252;39.381474999999995;-1.2950249999999999;3.05e+20;0.8;-999/-999;150366.0;8.809789999999999e-15;1.23612e-15;6.2300100000000004e-15;1.3866099999999999e-15;-999.0;8.893940000000001e-15;1.9795200000000003e-15;-999.0;7.25521e-15;2.19866e-15;-999.0
2249;39.69174166666667;-1.4040527777777776;3.07e+20;0.8;-999/-999;158139.0;2.88106e-15;8.199819999999999e-16;3.58291e-15;1.22418e-15;-999.0;1.70306e-15;1.0056699999999998e-15;-999.0;8.59769e-16;8.95884e-16;-999.0
2250;39.387108333333344;-1.3392327777777777;3.05e+20;0.299;+0.19/-0.16;153980.0;1.95996e-14;2.14951e-15;4.15643e-15;1.05255e-15;-999.0;1.43084e-14;2.53084e-15;-999.0;2.5888599999999997e-14;4.35432e-15;-999.0
2047;39.385204166666654;-1.3282802777777778;3.05e+20;0.8;-999/-999;151780.0;2.4653e-15;7.916730000000001e-16;3.16112e-16;3.87661e-16;-999.0;1.80512e-15;1.08016e-15;-999.0;6.15022e-15;2.4741e-15;-999.0
2251;39.458566666666655;-1.4443425;3.06e+20;0.8240000000000001;+0.20/-0.16;158549.0;1.22739e-14;1.3618e-15;7.93999e-15;1.44635e-15;-999.0;1.21166e-14;2.1313199999999997e-15;-999.0;1.3046200000000001e-14;2.71904e-15;-999.0
2253;39.726587499999994;-1.2512002777777778;3.08e+20;0.8;-999/-999;149759.0;2.49559e-15;8.063739999999999e-16;6.40667e-16;5.50464e-16;-999.0;2.28144e-15;1.22866e-15;-999.0;4.83681e-15;2.21599e-15;-999.0
2255;39.49795416666666;-1.4691197222222223;3.06e+20;0.8;-999/-999;144039.0;4.45687e-15;1.0003000000000001e-15;1.09177e-15;6.826050000000001e-16;-999.0;5.1896099999999995e-15;1.7939399999999997e-15;-999.0;7.0774600000000004e-15;2.5614699999999998e-15;-999.0
2258;39.639295833333335;-1.1360416666666666;3.09e+20;-0.092;+0.19/-0.16;137450.0;2.74315e-14;2.99169e-15;3.45469e-15;9.881980000000001e-16;-999.0;1.36342e-14;2.71665e-15;-999.0;4.26022e-14;6.16185e-15;-999.0
2256;39.37514999999999;-1.287541111111111;3.05e+20;0.8;-999/-999;143890.0;2.7680800000000002e-15;8.194510000000001e-16;2.0709399999999997e-15;9.55068e-16;-999.0;1.7730899999999998e-15;1.0363799999999999e-15;-999.0;3.58071e-15;1.81704e-15;-999.0
2257;39.5766625;-1.4830072222222224;3.06e+20;1.291;+0.18/-0.15;149689.0;1.36595e-14;1.12602e-15;1.91372e-14;2.36002e-15;-999.0;2.09962e-14;2.8012e-15;-999.0;1.1962100000000001e-14;2.45988e-15;-999.0
2259;39.68062916666668;-1.1641247222222222;3.09e+20;0.8;-999/-999;144419.0;4.734279999999999e-15;1.0431e-15;1.34413e-15;7.53961e-16;-999.0;3.827750000000001e-15;1.48659e-15;-999.0;9.65978e-15;2.91734e-15;-999.0
2260;39.56825416666666;-1.483133888888889;3.06e+20;0.8;-999/-999;148140.0;4.42631e-15;9.725099999999999e-16;3.97438e-15;1.2289899999999999e-15;-999.0;3.23977e-15;1.3226699999999999e-15;-999.0;3.679419999999999e-15;1.77017e-15;-999.0
2056;39.371708333333345;-1.3179425;3.05e+20;0.8;-999/-999;140390.0;2.85558e-15;8.472289999999999e-16;2.5628e-15;1.06451e-15;-999.0;6.09657e-16;6.24249e-16;-999.0;4.61994e-15;2.0962499999999997e-15;-999.0
2262;39.54567499999999;-1.4906641666666667;3.06e+20;0.8;-999/-999;153195.0;7.684220000000001e-15;1.1948e-15;4.7428000000000005e-15;1.26941e-15;-999.0;4.9226500000000004e-15;1.53054e-15;-999.0;1.2112000000000001e-14;2.97437e-15;-999.0
2058;39.37042083333333;-1.2539536111111111;3.05e+20;0.8;-999/-999;132967.0;8.1084e-15;1.2639e-15;1.21284e-15;6.61642e-16;-999.0;8.65905e-15;2.10515e-15;-999.0;1.5734e-14;3.4745199999999995e-15;-999.0
2265;39.37444583333331;-1.351185;3.05e+20;0.8;-999/-999;140701.0;2.89586e-15;8.333399999999999e-16;2.96916e-15;1.13481e-15;-999.0;5.29935e-16;5.64457e-16;-999.0;4.01462e-15;1.93293e-15;-999.0
2266;39.3794125;-1.2250916666666667;3.05e+20;0.8;-999/-999;131489.0;7.11533e-15;1.18057e-15;6.38457e-15;1.5135e-15;-999.0;6.836839999999999e-15;1.8521000000000003e-15;-999.0;3.45135e-15;1.63646e-15;-999.0
2269;39.646649999999994;-1.4744016666666668;3.07e+20;0.711;+0.16/-0.13;150700.0;2.46727e-14;2.2388999999999998e-15;1.0479600000000001e-14;1.81776e-15;-999.0;2.60637e-14;3.5856000000000005e-15;-999.0;2.7524299999999998e-14;4.45939e-15;-999.0
2062;39.4063625;-1.1783750000000002;3.06e+20;0.8;-999/-999;109855.0;6.7131e-15;1.20869e-15;8.6099e-16;5.7233e-16;-999.0;6.14352e-15;1.82989e-15;-999.0;1.48826e-14;3.49561e-15;-999.0
2263;39.43385416666666;-1.4441058333333334;3.06e+20;0.8;-999/-999;158238.0;6.8061800000000005e-15;1.13923e-15;5.92539e-15;1.39789e-15;-999.0;3.6982199999999996e-15;1.31342e-15;-999.0;8.0046e-15;2.39437e-15;-999.0
2268;39.40567916666666;-1.4240644444444446;3.06e+20;0.8;-999/-999;153612.0;3.74972e-15;9.03045e-16;1.4433e-15;7.40736e-16;-999.0;4.80519e-15;1.62807e-15;-999.0;4.15754e-15;1.86019e-15;-999.0
2270;39.753329166666674;-1.3441155555555555;3.06e+20;0.037000000000000005;+0.27/-0.20;140136.0;1.7019099999999998e-14;2.4218699999999997e-15;3.26946e-15;1.06351e-15;-999.0;8.28463e-15;2.3035e-15;-999.0;2.50105e-14;5.17331e-15;-999.0
2271;39.42318749999998;-1.4489538888888889;3.06e+20;0.8;-999/-999;151847.0;2.92448e-15;8.613660000000002e-16;1.31257e-15;7.63439e-16;-999.0;1.8726e-15;1.08918e-15;-999.0;5.6706e-15;2.3437e-15;-999.0
2272;39.733125;-1.3975775;3.06e+20;0.8;-999/-999;145399.0;6.671420000000001e-15;1.20869e-15;1.84323e-15;8.32049e-16;-999.0;7.2327e-15;1.98686e-15;-999.0;1.09531e-14;3.00887e-15;-999.0
2273;39.399483333333336;-1.4280608333333333;3.05e+20;0.8;-999/-999;140790.0;3.2500300000000005e-15;9.166739999999998e-16;2.1212900000000002e-15;9.996930000000001e-16;-999.0;7.56999e-16;7.135789999999999e-16;-999.0;6.88329e-15;2.6568300000000002e-15;-999.0
2069;-46.293316666666726;0.6988897222222222;7.1e+20;0.8;-999/-999;4286.3;3.55577e-14;1.36399e-14;0.0;-2.89602e-11;7.144239999999999e-14;0.0;-3.24539e-11;8.00612e-14;1.23032e-13;4.71949e-14;-999.0
2070;-46.42125833333341;0.8212608333333333;7.21e+20;0.8;-999/-999;4327.8;2.7452399999999996e-13;3.45906e-14;2.55445e-13;4.86721e-14;-999.0;2.51036e-13;5.0476499999999996e-14;-999.0;1.69987e-13;5.15442e-14;-999.0
2071;-46.3164000000001;0.8986063888888889;7.35e+20;0.8;-999/-999;3910.2;4.5828e-14;1.5781e-14;8.43323e-14;3.0656400000000003e-14;-999.0;4.18339e-14;-3.74145e-11;1.02618e-13;2.25104e-14;2.0415599999999997e-14;-999.0
2072;30.31461250000001;0.52658;2.22e+20;1.004;+0.09/-0.08;15329.0;3.93933e-13;1.79264e-14;4.05485e-13;2.7363599999999995e-14;-999.0;3.72836e-13;3.12774e-14;-999.0;3.89104e-13;3.87528e-14;-999.0
2073;30.37710416666667;0.5067563888888889;2.22e+20;0.8;-999/-999;15093.0;1.16724e-14;4.0473e-15;1.4439600000000002e-14;5.8739600000000005e-15;-999.0;8.71133e-15;5.7159300000000006e-15;-999.0;1.01418e-14;-1.61332e-11;4.3952999999999995e-14
2074;30.27564583333333;0.5665969444444445;2.23e+20;1.328;+0.05/-0.04;15407.0;1.0356700000000002e-12;2.39001e-14;1.6340299999999999e-12;5.42299e-14;-999.0;1.55792e-12;5.84389e-14;-999.0;8.92063e-13;5.3276e-14;-999.0
2075;30.428820833333333;0.5396002777777777;2.21e+20;0.8;-999/-999;14945.1;2.23328e-14;5.2595399999999995e-15;1.93337e-14;6.4554500000000004e-15;-999.0;1.45912e-14;6.74769e-15;-999.0;2.2291e-14;1.03084e-14;-999.0
2076;30.310070833333327;0.46003222222222223;2.22e+20;0.8;-999/-999;15517.2;1.5285299999999998e-14;4.5869399999999995e-15;1.32386e-14;5.61461e-15;-999.0;1.19816e-14;6.611020000000001e-15;-999.0;1.22035e-14;8.203839999999999e-15;-999.0
2077;30.443437499999987;0.5314508333333334;2.21e+20;0.8;-999/-999;14797.5;4.12537e-14;7.01272e-15;3.75887e-15;2.8226500000000002e-15;-999.0;2.8364999999999998e-14;9.37278e-15;-999.0;1.1266600000000001e-13;2.31092e-14;-999.0
2078;30.436370833333342;0.6261672222222222;2.22e+20;0.8;-999/-999;15205.0;2.06547e-14;5.3964e-15;3.2524099999999995e-15;2.77343e-15;-999.0;3.4341399999999996e-14;1.12345e-14;-999.0;2.24852e-14;1.11e-14;-999.0
2079;30.23306249999999;0.4916586111111111;2.23e+20;0.8;-999/-999;15599.4;3.18371e-14;6.47808e-15;2.0685499999999997e-14;6.88425e-15;-999.0;3.1176799999999995e-14;1.03758e-14;-999.0;3.17501e-14;1.3091899999999998e-14;-999.0
