OBJID;RA;DEC;NH;ENERGY_SLOPE;ENERGY_SLOPE_ERROR;EXPOSURE_TIME;nufnu_3keV(erg.s-1.cm-2);nufnu_error_3keV(erg.s-1.cm-2);nufnu_0.5keV(erg.s-1.cm-2);nufnu_error_0.5keV(erg.s-1.cm-2);upper_limit_0.5keV(erg.s-1.cm-2);nufnu_1.5keV(erg.s-1.cm-2);nufnu_error_1.5keV(erg.s-1.cm-2);upper_limit_1.5keV(erg.s-1.cm-2);nufnu_4.5keV(erg.s-1.cm-2);nufnu_error_4.5keV(erg.s-1.cm-2);upper_limit_4.5keV(erg.s-1.cm-2)
1902;58.396187499999996;-0.17957027777777776;1.12e+21;-0.218;+0.15/-0.13;81083.6;4.9143099999999997e-14;3.8736e-15;7.88828e-15;1.7165800000000002e-15;-999.0;1.79334e-14;2.99927e-15;-999.0;8.03135e-14;8.190519999999999e-15;-999.0
1219;58.51096666666666;-0.08757472222222222;1.15e+21;0.912;+0.13/-0.12;102860.0;3.41718e-14;2.4201e-15;1.8074200000000003e-14;3.01145e-15;-999.0;4.12819e-14;4.12819e-15;-999.0;3.5078699999999995e-14;4.4887e-15;-999.0
481;58.364383333333336;-0.19007305555555554;1.11e+21;0.8;-999/-999;80899.6;9.86701e-15;2.0696400000000002e-15;5.45755e-15;2.48531e-15;-999.0;1.24365e-15;1.1325100000000001e-15;-999.0;2.25562e-14;5.78098e-15;-999.0
482;58.39002499999998;-0.1881675;1.12e+21;0.8;-999/-999;86145.9;7.8262e-15;1.90124e-15;1.50459e-15;1.32359e-15;-999.0;4.094210000000001e-15;2.09333e-15;-999.0;1.71165e-14;5.14805e-15;-999.0
483;58.36282916666667;-0.20776166666666668;1.12e+21;0.8;-999/-999;73076.0;1.3528200000000001e-14;2.41976e-15;6.76049e-15;2.6419899999999998e-15;-999.0;1.4316e-14;3.75296e-15;-999.0;1.42501e-14;4.42517e-15;-999.0
1220;58.49712083333333;-0.14571166666666666;1.15e+21;1.46;+0.12/-0.10;82706.3;4.41779e-14;2.36026e-15;9.26148e-14;7.794679999999999e-15;-999.0;6.49456e-14;5.46598e-15;-999.0;3.601169999999999e-14;4.51372e-15;-999.0
485;58.32794583333333;-0.21822611111111112;1.11e+21;0.8;-999/-999;63053.0;2.07826e-14;2.93199e-15;2.7227599999999997e-15;1.6935099999999998e-15;-999.0;9.92804e-15;3.19325e-15;-999.0;4.8464099999999996e-14;8.16651e-15;-999.0
3642;58.46583749999999;-0.1877086111111111;1.14e+21;0.8;-999/-999;79519.2;7.4622e-15;1.70108e-15;5.5259599999999996e-15;2.34197e-15;-999.0;4.963730000000001e-15;2.10369e-15;-999.0;9.666849999999999e-15;3.4609499999999996e-15;-999.0
487;58.48435833333332;-0.1782925;1.15e+21;0.8;-999/-999;79534.5;1.1440700000000001e-14;2.4353000000000003e-15;4.13183e-15;2.32605e-15;-999.0;1.2931e-14;3.97485e-15;-999.0;1.28309e-14;4.67354e-15;-999.0
488;58.574316666666675;-0.014041111111111112;1.16e+21;0.8;-999/-999;69375.6;1.40589e-14;2.6148000000000002e-15;7.92799e-15;3.12297e-15;-999.0;1.0584399999999999e-14;3.3689900000000003e-15;-999.0;1.9580099999999998e-14;5.3025799999999995e-15;-999.0
489;58.57255416666666;-0.05020444444444445;1.16e+21;0.581;+0.19/-0.15;75410.7;4.2755599999999996e-14;4.36282e-15;4.2373000000000004e-15;1.9548500000000002e-15;-999.0;4.72046e-14;6.42718e-15;-999.0;5.03434e-14;7.81082e-15;-999.0
1221;58.52608333333333;-0.14750027777777777;1.16e+21;0.762;+0.14/-0.12;80250.1;5.142819999999999e-14;3.9285400000000005e-15;2.96297e-14;4.65629e-15;-999.0;4.68102e-14;5.60065e-15;-999.0;5.6114e-14;7.04598e-15;-999.0
491;58.556345833333324;-0.1402725;1.17e+21;0.8;-999/-999;72748.1;1.47168e-14;2.96956e-15;2.86746e-14;6.39982e-15;-999.0;7.81067e-15;3.09195e-15;-999.0;1.3157299999999998e-14;-9.277869999999999e-12;1.7889099999999998e-14
492;58.58564999999999;-0.07720666666666667;1.17e+21;0.8;-999/-999;70613.0;1.5810299999999997e-14;3.14424e-15;6.19955e-15;3.09977e-15;-999.0;1.64607e-14;4.6265e-15;-999.0;1.90202e-14;5.98854e-15;-999.0
493;58.549199999999985;-0.17546805555555556;1.17e+21;0.8;-999/-999;66961.0;1.75903e-14;3.4936e-15;6.4042699999999994e-15;3.3378700000000003e-15;-999.0;1.1337700000000001e-14;4.33488e-15;-999.0;3.1450799999999996e-14;8.196e-15;-999.0
494;58.55491666666666;-0.16967888888888888;1.17e+21;0.8;-999/-999;68739.2;2.36342e-14;3.8429600000000004e-15;1.72145e-14;4.8955500000000004e-15;-999.0;2.2856599999999997e-14;5.63534e-15;-999.0;2.1134799999999998e-14;6.0104e-15;-999.0
495;58.55994583333333;-0.16864694444444445;1.17e+21;0.8;-999/-999;68631.6;2.5730400000000002e-14;4.01764e-15;1.5127200000000003e-14;4.82434e-15;-999.0;2.2324599999999998e-14;5.6117e-15;-999.0;3.09536e-14;7.78074e-15;-999.0
496;58.573825;-0.15931194444444444;1.17e+21;0.8;-999/-999;66326.5;2.9957599999999996e-14;4.54168e-15;1.17404e-14;4.6285200000000005e-15;-999.0;2.59856e-14;6.52202e-15;-999.0;4.32421e-14;9.68767e-15;-999.0
497;58.570775;-0.1671675;1.17e+21;1.171;+0.24/-0.18;64011.0;4.07212e-14;4.3972499999999994e-15;3.16217e-14;7.68318e-15;-999.0;6.329220000000001e-14;9.465139999999999e-15;-999.0;3.75135e-14;8.100669999999999e-15;-999.0
498;58.5928375;-0.1382575;1.17e+21;0.258;+0.28/-0.21;60251.4;4.8598699999999997e-14;6.666809999999999e-15;2.18292e-14;5.7509700000000004e-15;-999.0;1.91696e-14;5.51956e-15;-999.0;6.52645e-14;1.31332e-14;-999.0
499;58.571499999999986;-0.17708138888888889;1.17e+21;0.444;+0.26/-0.19;59455.9;5.12631e-14;6.80672e-15;2.6545e-14;6.4895600000000005e-15;-999.0;2.70264e-14;6.607259999999999e-15;-999.0;6.37116e-14;1.23973e-14;-999.0
500;58.57459583333332;-0.18402944444444444;1.18e+21;0.7709999999999999;+0.10/-0.09;56321.8;2.14839e-13;1.15888e-14;6.68565e-14;1.0296899999999999e-14;-999.0;2.49135e-13;1.87257e-14;-999.0;2.33806e-13;2.1475299999999998e-14;-999.0
501;30.00847083333332;1.3452291666666667;2.33e+20;0.8;-999/-999;2119.8;1.3086199999999998e-13;3.2505599999999996e-14;8.2825e-14;3.5355e-14;-999.0;1.8599300000000001e-13;6.35148e-14;-999.0;4.7293900000000004e-14;3.95731e-14;-999.0
502;30.016954166666665;1.4204097222222223;2.35e+20;0.8;-999/-999;1557.5;1.15548e-13;3.11742e-14;5.03301e-14;2.78327e-14;-999.0;1.50427e-13;5.827200000000001e-14;-999.0;1.14791e-13;6.34797e-14;-999.0
503;30.079087499999986;1.4616630555555554;2.36e+20;0.8;-999/-999;2131.2;4.56938e-14;2.03385e-14;1.9909599999999997e-14;-3.53917e-11;1.75447e-13;7.93169e-14;4.1935199999999996e-14;-999.0;6.04657e-14;4.71126e-14;-999.0
504;-57.49863749999997;-0.7284016666666667;9.45e+20;0.8;-999/-999;32764.2;5.8652e-14;6.3156e-15;5.39722e-14;9.45192e-15;-999.0;6.775130000000001e-14;1.0471700000000002e-14;-999.0;2.03853e-14;6.898560000000001e-15;-999.0
505;-57.43708750000002;-0.6884866666666667;9.41e+20;0.8;-999/-999;37398.7;1.07312e-14;2.98872e-15;1.17738e-14;4.84574e-15;-999.0;5.83577e-15;3.3031e-15;-999.0;1.03498e-14;5.11284e-15;-999.0
506;-57.38201250000003;-0.7476963888888888;9.46e+20;0.8;-999/-999;37396.1;8.5331e-15;2.82608e-15;4.60088e-15;3.06454e-15;-999.0;7.582219999999999e-15;3.9619500000000004e-15;-999.0;1.0753700000000001e-14;5.61914e-15;-999.0
507;-57.3812375;-0.7560311111111111;9.47e+20;0.8;-999/-999;37395.1;1.34928e-14;3.3254e-15;8.29448e-15;3.885e-15;-999.0;9.8368e-15;4.2925600000000005e-15;-999.0;1.86001e-14;7.0458299999999996e-15;-999.0
508;-57.490587500000004;-0.8388302777777779;9.46e+20;0.8390000000000001;+0.13/-0.11;34481.8;1.2414800000000001e-13;8.57646e-15;9.92151e-14;1.1982799999999999e-14;-999.0;1.0376099999999999e-13;1.1987399999999999e-14;-999.0;1.31154e-13;1.60089e-14;-999.0
509;-57.38934583333332;-0.7840088888888889;9.47e+20;0.8;-999/-999;37415.7;1.74583e-14;3.65794e-15;2.39976e-14;6.678319999999999e-15;-999.0;1.1856399999999999e-14;4.48838e-15;-999.0;6.72457e-15;4.11805e-15;-999.0
510;-57.38107500000001;-0.7918725;9.47e+20;0.8;-999/-999;37418.7;2.37766e-14;4.3230200000000006e-15;1.8515900000000003e-14;5.91297e-15;-999.0;2.44e-14;6.573220000000001e-15;-999.0;1.72988e-14;6.56122e-15;-999.0
511;-57.58008750000005;-0.6283441666666667;9.37e+20;0.8;-999/-999;35971.3;7.59279e-15;2.65424e-15;7.068940000000001e-15;3.80125e-15;-999.0;5.26546e-15;3.30385e-15;-999.0;7.47475e-15;4.69009e-15;-999.0
512;-57.47238333333331;-0.5795991666666667;9.29e+20;0.8;-999/-999;34665.1;1.48516e-14;3.64254e-15;1.3256700000000001e-14;5.17821e-15;-999.0;1.3222200000000001e-14;5.16473e-15;-999.0;1.12733e-14;5.79722e-15;-999.0
513;-57.63765833333338;-0.7516180555555556;9.47e+20;0.8;-999/-999;36156.4;1.34911e-14;3.4916699999999998e-15;6.30535e-15;3.82439e-15;-999.0;1.4540200000000002e-14;5.5442399999999995e-15;-999.0;1.47287e-14;6.789910000000001e-15;-999.0
514;-57.645575000000065;-0.7413619444444444;9.47e+20;0.8;-999/-999;35958.0;8.75578e-15;2.99286e-15;1.53419e-14;6.11888e-15;-999.0;5.05278e-15;3.4555500000000003e-15;-999.0;9.55597e-15;-9.790110000000001e-12;2.36803e-14
515;-57.50507500000003;-0.5608691666666668;9.27e+20;0.9540000000000001;+0.20/-0.16;33137.4;6.67158e-14;6.51464e-15;4.3856900000000005e-14;8.65524e-15;-999.0;8.037e-14;1.13933e-14;-999.0;6.71492e-14;1.24855e-14;-999.0
516;-57.324175000000025;-0.770638888888889;9.49e+20;0.8;-999/-999;28943.6;1.85148e-14;4.15875e-15;2.40551e-14;7.29356e-15;-999.0;9.49731e-15;4.50095e-15;-999.0;1.3465700000000001e-14;6.3816600000000004e-15;-999.0
517;-57.651666666666756;-0.7965619444444444;9.5e+20;0.8;-999/-999;37169.8;7.28622e-15;2.82863e-15;9.46997e-15;-6.6091300000000005e-12;1.25254e-14;7.47439e-15;4.27108e-15;-999.0;1.32482e-14;6.76294e-15;-999.0
518;-57.65880000000004;-0.635021111111111;9.39e+20;0.8;-999/-999;32630.5;1.48833e-14;3.81708e-15;4.3333399999999995e-15;3.1435099999999997e-15;-999.0;8.596250000000001e-15;4.41129e-15;-999.0;3.05099e-14;9.83785e-15;-999.0
519;-57.64132916666671;-0.8411700000000001;9.5e+20;0.8;-999/-999;37412.9;1.55774e-14;3.82697e-15;1.2144e-14;5.26628e-15;-999.0;9.58689e-15;4.6782200000000005e-15;-999.0;2.03923e-14;8.10246e-15;-999.0
520;-57.56921250000005;-0.901428888888889;9.45e+20;0.8;-999/-999;34912.6;4.7915499999999995e-14;6.1494e-15;5.03249e-14;9.68085e-15;-999.0;5.25888e-14;9.90743e-15;-999.0;1.1771700000000002e-14;5.6244799999999994e-15;-999.0
521;-57.64307916666672;-0.8619116666666666;9.5e+20;0.8;-999/-999;36641.2;9.346129999999999e-15;3.1614100000000002e-15;1.53006e-14;6.16151e-15;-999.0;4.31333e-15;3.16221e-15;-999.0;3.05857e-15;3.20722e-15;-999.0
522;-57.690420833333405;-0.8612547222222222;9.51e+20;0.21600000000000003;+0.15/-0.13;8174.3;2.54357e-13;2.1309799999999998e-14;6.06628e-14;1.2197399999999999e-14;-999.0;1.49201e-13;2.1256900000000002e-14;-999.0;3.4805e-13;4.0823e-14;-999.0
531;-17.97122500000006;-0.6148266666666666;5.67e+20;0.8;-999/-999;9460.8;2.3859e-14;7.536e-15;1.59464e-14;8.84939e-15;-999.0;2.58349e-14;1.2324600000000002e-14;-999.0;1.9046599999999998e-14;1.27573e-14;-999.0
532;-17.98272083333336;-0.5958300000000001;5.68e+20;0.8;-999/-999;9552.2;2.53595e-14;7.68927e-15;1.69552e-14;-1.54042e-11;4.1964800000000005e-14;2.74533e-14;-1.87073e-11;5.0963199999999996e-14;9.103989999999999e-14;2.76043e-14;-999.0
533;-17.918687500000033;-0.611605;5.7e+20;1.0270000000000001;+0.18/-0.14;8974.9;1.9786300000000002e-13;1.75322e-14;2.30883e-13;3.1535400000000005e-14;-999.0;1.71503e-13;2.7890800000000003e-14;-999.0;1.93366e-13;3.51289e-14;-999.0
534;-18.023479166666675;-0.5868661111111112;5.65e+20;0.8;-999/-999;9460.4;2.22646e-14;7.23072e-15;2.67617e-14;1.1163299999999999e-14;-999.0;1.08534e-14;8.07488e-15;-999.0;1.60042e-14;1.19071e-14;-999.0
535;-17.913183333333393;-0.5394333333333333;5.76e+20;1.376;+0.27/-0.20;9247.1;8.56221e-14;9.85501e-15;1.33159e-13;2.39095e-14;-999.0;1.42885e-13;2.6253700000000005e-14;-999.0;7.237949999999999e-14;2.0518900000000003e-14;-999.0
536;-17.830216666666672;-0.5506761111111111;5.79e+20;0.8;-999/-999;9868.8;3.1155400000000005e-14;8.77192e-15;1.2555500000000001e-14;7.997589999999999e-15;-999.0;4.54415e-14;1.6610400000000002e-14;-999.0;2.2309000000000002e-14;1.4210399999999999e-14;-999.0
537;-17.781291666666732;-0.616115;5.74e+20;0.775;+0.14/-0.12;9909.4;3.77338e-13;2.9239099999999995e-14;2.06675e-13;2.98139e-14;-999.0;3.74061e-13;4.4769499999999997e-14;-999.0;4.0927399999999997e-13;5.79774e-14;-999.0
557;27.140870833333338;1.4835855555555557;2.33e+20;1.179;+0.27/-0.20;4806.5;1.54369e-13;1.8859999999999998e-14;2.32215e-13;3.69039e-14;-999.0;1.43131e-13;3.4095e-14;-999.0;1.41573e-13;4.1763699999999993e-14;-999.0
558;27.13251249999999;1.3824094444444446;2.34e+20;0.8;-999/-999;5178.0;2.53231e-14;9.890770000000001e-15;4.4086e-14;1.72192e-14;-999.0;1.6911e-14;-2.5737e-11;5.4523e-14;1.8058599999999997e-14;-3.9267e-11;8.318589999999999e-14
559;27.26799166666666;1.4082455555555555;2.36e+20;0.8;-999/-999;5164.3;4.8175099999999995e-14;1.3287799999999998e-14;1.8648e-14;1.06766e-14;-999.0;4.1794e-14;1.92168e-14;-999.0;8.50181e-14;3.51756e-14;-999.0
560;26.987204166666658;1.5363758333333333;2.31e+20;0.14;+0.16/-0.13;2518.2;7.826239999999999e-13;7.0788e-14;8.960110000000001e-14;2.3843700000000002e-14;-999.0;5.72404e-13;7.979639999999999e-14;-999.0;1.1018e-12;1.46617e-13;-999.0
3337;57.25232083333333;-0.9134486111111111;9.74e+20;0.65;+0.14/-0.12;91769.3;4.36341e-14;3.3139800000000003e-15;2.29588e-14;3.4007399999999997e-15;-999.0;3.4313e-14;4.14311e-15;-999.0;4.98653e-14;6.02096e-15;-999.0
4894;57.26593750000001;-0.8970972222222222;9.75e+20;0.8;-999/-999;85133.1;5.1982e-15;1.33888e-15;3.2758699999999997e-15;1.6458400000000001e-15;-999.0;2.39331e-15;1.38367e-15;-999.0;9.02634e-15;3.15731e-15;-999.0
4895;57.23332083333332;-0.9111355555555556;9.73e+20;0.8;-999/-999;92769.5;4.82101e-15;1.32151e-15;1.89646e-15;1.25404e-15;-999.0;6.7819599999999995e-15;2.3838899999999998e-15;-999.0;3.48839e-15;2.04052e-15;-999.0
564;57.24827083333332;-0.9594930555555555;9.71e+20;0.8;-999/-999;77760.4;4.00946e-15;1.3877599999999999e-15;1.7194099999999999e-15;1.39761e-15;-999.0;2.5180999999999996e-15;1.68759e-15;-999.0;7.124679999999999e-15;3.35263e-15;-999.0
2603;57.21446666666665;-0.9029463888888889;9.72e+20;0.8;-999/-999;92008.3;4.94529e-15;1.33792e-15;2.50025e-15;1.44861e-15;-999.0;5.69148e-15;2.17455e-15;-999.0;4.6017099999999996e-15;2.30685e-15;-999.0
2604;57.22179166666666;-0.8931722222222221;9.73e+20;0.8;-999/-999;92357.7;4.37939e-15;1.27133e-15;5.17254e-15;2.116e-15;-999.0;1.68066e-15;1.2008e-15;-999.0;4.75486e-15;2.3886e-15;-999.0
3343;57.2087875;-0.9001961111111111;9.7e+20;0.8;-999/-999;91043.4;6.36044e-15;1.48772e-15;1.15359e-15;9.718999999999999e-16;-999.0;9.01647e-15;2.68338e-15;-999.0;6.37832e-15;2.6869599999999998e-15;-999.0
3344;57.19546249999999;-0.9075516666666666;9.67e+20;0.835;+0.23/-0.18;88730.3;1.76463e-14;2.12017e-15;6.878650000000001e-15;2.00558e-15;-999.0;2.15932e-14;3.5218400000000004e-15;-999.0;1.86863e-14;3.87864e-15;-999.0
6851;57.335662499999984;-0.9175327777777778;9.81e+20;0.8;-999/-999;66270.0;1.3088800000000001e-14;2.01108e-15;4.42851e-15;1.83688e-15;-999.0;1.43399e-14;3.2711799999999996e-15;-999.0;1.6213e-14;4.1562e-15;-999.0
2609;57.289229166666644;-0.8455666666666667;9.8e+20;1.1179999999999999;+0.28/-0.21;60701.3;1.45716e-14;1.84618e-15;1.1970100000000001e-14;3.11362e-15;-999.0;2.0746900000000003e-14;3.8564900000000005e-15;-999.0;1.3744799999999997e-14;3.57525e-15;-999.0
893;57.24224583333333;-1.0167263888888889;9.67e+20;0.8;-999/-999;71689.0;7.13805e-15;1.83755e-15;3.36143e-15;1.9307099999999998e-15;-999.0;7.40067e-15;2.83327e-15;-999.0;8.148260000000001e-15;3.54853e-15;-999.0
6854;57.23863749999998;-1.0311113888888888;9.66e+20;0.8;-999/-999;91795.4;9.73501e-15;1.83711e-15;3.81975e-15;1.80609e-15;-999.0;8.97377e-15;2.73908e-15;-999.0;1.3758100000000002e-14;3.8768900000000006e-15;-999.0
573;57.267283333333324;-1.0390705555555557;9.67e+20;0.8;-999/-999;75149.6;5.40073e-15;1.57027e-15;4.62615e-15;2.21866e-15;-999.0;2.2621500000000003e-15;1.53055e-15;-999.0;8.0012e-15;3.42652e-15;-999.0
2614;57.14487083333333;-0.9609827777777777;9.55e+20;0.8;-999/-999;86250.4;1.47273e-14;2.16554e-15;1.28185e-14;3.04551e-15;-999.0;1.0676100000000002e-14;2.74782e-15;-999.0;1.51279e-14;3.8936e-15;-999.0
6858;57.16535833333333;-1.0068822222222222;9.57e+20;0.8;-999/-999;92755.2;4.30149e-15;1.34995e-15;1.55242e-15;1.29558e-15;-999.0;3.817090000000001e-15;2.00964e-15;-999.0;6.49139e-15;3.12807e-15;-999.0
2615;57.134958333333316;-0.8999416666666666;9.56e+20;0.9309999999999999;+0.22/-0.18;87393.1;2.1842599999999997e-14;2.42864e-15;1.97347e-14;3.81638e-15;-999.0;2.01237e-14;3.58042e-15;-999.0;2.22358e-14;4.599e-15;-999.0
3354;57.19601666666665;-0.8006058333333333;9.74e+20;0.8;-999/-999;60160.0;9.55565e-15;1.84052e-15;1.00276e-14;2.8395800000000003e-15;-999.0;7.33364e-15;2.37265e-15;-999.0;6.91262e-15;2.7563300000000004e-15;-999.0
6860;57.32905416666665;-1.0430980555555556;9.71e+20;0.8;-999/-999;77446.4;1.0043700000000002e-14;1.8392e-15;3.3844e-15;1.59045e-15;-999.0;6.61097e-15;2.2023700000000003e-15;-999.0;1.8699599999999998e-14;4.3940899999999996e-15;-999.0
2618;57.19863333333333;-0.7929266666666667;9.75e+20;0.9490000000000001;+0.18/-0.14;49795.8;3.06418e-14;2.8595e-15;2.16681e-14;4.1051e-15;-999.0;3.50025e-14;4.8236000000000005e-15;-999.0;3.0909199999999997e-14;5.204e-15;-999.0
6863;57.116120833333326;-0.91604;9.52e+20;0.8;-999/-999;87077.2;8.89449e-15;1.8311699999999997e-15;2.19179e-15;1.3718099999999999e-15;-999.0;9.7236e-15;2.81719e-15;-999.0;1.22521e-14;3.87331e-15;-999.0
4916;57.39246666666665;-0.8491661111111112;9.94e+20;0.7240000000000001;+0.06/-0.06;12200.1;2.90926e-13;1.05984e-14;1.51598e-13;1.1264299999999998e-14;-999.0;2.63343e-13;1.49084e-14;-999.0;3.23046e-13;1.95617e-14;-999.0
6865;57.12754583333333;-0.842948888888889;9.58e+20;0.218;+0.25/-0.19;68359.6;2.5396000000000002e-14;3.40125e-15;5.61543e-15;1.8915800000000003e-15;-999.0;1.54809e-14;3.38527e-15;-999.0;3.47334e-14;6.4691e-15;-999.0
2623;57.11010833333333;-0.9484308333333333;9.49e+20;0.8;-999/-999;89883.4;5.3415e-15;1.4805099999999999e-15;6.24718e-15;2.36039e-15;-999.0;3.69792e-15;1.8023e-15;-999.0;3.4963e-15;2.11488e-15;-999.0
2624;57.11065833333333;-0.8797452777777778;9.53e+20;0.672;+0.07/-0.07;81370.1;1.49335e-13;6.3308e-15;7.79621e-14;6.39545e-15;-999.0;1.2302000000000002e-13;8.43918e-15;-999.0;1.69304e-13;1.1709e-14;-999.0
6868;57.233195833333326;-1.0773397222222223;9.63e+20;0.614;+0.13/-0.12;86850.3;5.19415e-14;3.94065e-15;2.67337e-14;3.89813e-15;-999.0;3.86186e-14;4.971100000000001e-15;-999.0;6.03822e-14;7.27668e-15;-999.0
6869;57.20518333333331;-1.0769069444444443;9.62e+20;0.745;+0.21/-0.17;85932.9;2.67378e-14;2.94202e-15;1.77017e-14;3.74873e-15;-999.0;2.1441299999999998e-14;4.06272e-15;-999.0;2.9342700000000004e-14;5.36689e-15;-999.0
6870;57.10275416666667;-0.9529205555555555;9.48e+20;0.03;+0.28/-0.20;84019.9;2.40689e-14;3.3730200000000005e-15;5.05844e-15;1.73992e-15;-999.0;1.11795e-14;3.07517e-15;-999.0;3.5534500000000005e-14;6.515510000000001e-15;-999.0
3367;57.20076666666665;-1.0859741666666667;9.61e+20;0.8;-999/-999;83928.7;1.22796e-14;2.16866e-15;8.87676e-15;2.94951e-15;-999.0;1.19758e-14;3.15779e-15;-999.0;1.07944e-14;3.68926e-15;-999.0
589;57.091662499999984;-0.8667430555555555;9.5e+20;0.8;-999/-999;61378.0;6.73879e-15;1.83029e-15;6.5702e-15;2.85422e-15;-999.0;5.18521e-15;2.34717e-15;-999.0;5.51599e-15;2.99486e-15;-999.0
590;57.1345;-1.0490536111111113;9.49e+20;0.05;+0.26/-0.20;68545.2;1.5261199999999998e-14;3.11454e-15;8.12722e-15;-3.9763699999999995e-12;1.4319799999999997e-14;5.69756e-15;2.46613e-15;-999.0;3.16159e-14;7.10799e-15;-999.0
3369;57.111362499999984;-1.0320852777777778;9.46e+20;0.8;-999/-999;80237.9;8.97197e-15;1.9948799999999998e-15;2.6191999999999996e-15;1.6306899999999999e-15;-999.0;1.29493e-14;3.74312e-15;-999.0;7.34517e-15;3.26694e-15;-999.0
6875;57.14508333333333;-1.0664063888888888;9.51e+20;0.8;-999/-999;83372.4;6.752070000000001e-15;1.6643e-15;7.90235e-15;2.82366e-15;-999.0;4.6748600000000004e-15;2.1445999999999998e-15;-999.0;4.41941e-15;2.49558e-15;-999.0
6877;57.17624999999998;-1.095605;9.56e+20;0.8;-999/-999;78837.6;1.7261799999999998e-14;2.4993000000000002e-15;7.595010000000001e-15;2.51643e-15;-999.0;2.2408199999999998e-14;4.4086100000000005e-15;-999.0;1.4104399999999998e-14;4.03635e-15;-999.0
6876;57.190829166666674;-1.1005666666666667;9.58e+20;0.8;-999/-999;77339.3;7.479829999999999e-15;1.8336999999999998e-15;1.95003e-15;1.39025e-15;-999.0;3.8325800000000004e-15;1.95185e-15;-999.0;1.62887e-14;4.60832e-15;-999.0
3373;57.081349999999986;-0.8488197222222222;9.49e+20;0.8;-999/-999;46368.2;1.6468599999999998e-14;2.6616e-15;8.557779999999999e-15;2.96371e-15;-999.0;1.6893900000000003e-14;4.09771e-15;-999.0;1.79634e-14;4.97845e-15;-999.0
596;57.34969583333333;-1.0998022222222221;9.69e+20;0.068;+0.18/-0.15;28325.3;7.89498e-14;7.64416e-15;9.35626e-15;3.06664e-15;-999.0;4.84274e-14;7.932899999999999e-15;-999.0;1.1474300000000001e-13;1.514e-14;-999.0
2635;57.09707083333333;-0.8104341666666667;9.54e+20;0.604;+0.21/-0.17;32995.3;3.95284e-14;4.52184e-15;2.37578e-14;4.90691e-15;-999.0;2.51551e-14;5.1955e-15;-999.0;4.6149e-14;8.39124e-15;-999.0
2160;57.23962083333333;-1.1236047222222223;9.59e+20;0.315;+0.25/-0.19;33712.5;4.82001e-14;6.3249e-15;1.3138999999999998e-14;4.04846e-15;-999.0;3.09895e-14;6.744459999999999e-15;-999.0;6.3336e-14;1.20582e-14;-999.0
4934;57.275545833333325;-1.1268233333333333;9.6e+20;0.8740000000000001;+0.13/-0.11;44833.4;7.101069999999999e-14;4.9104e-15;6.82902e-14;7.70916e-15;-999.0;5.30264e-14;6.40752e-15;-999.0;7.404639999999999e-14;8.94749e-15;-999.0
3378;57.06273333333331;-0.8622591666666667;9.45e+20;0.8;-999/-999;43929.4;2.15229e-14;3.1578e-15;7.72916e-15;2.8961099999999996e-15;-999.0;1.5289099999999998e-14;4.16872e-15;-999.0;3.79611e-14;7.758839999999999e-15;-999.0
2640;57.08074583333331;-1.0470055555555557;9.4e+20;0.64;+0.24/-0.18;73284.1;2.76447e-14;3.49467e-15;1.54873e-14;3.5055999999999996e-15;-999.0;2.03618e-14;4.30059e-15;-999.0;3.1727600000000004e-14;6.28203e-15;-999.0
602;57.053675;-1.0040316666666667;9.37e+20;0.8;-999/-999;62438.7;1.61693e-14;2.98602e-15;1.67246e-14;4.90695e-15;-999.0;1.66132e-14;4.87428e-15;-999.0;5.8959600000000005e-15;3.3432200000000003e-15;-999.0
603;57.23917499999999;-1.159281111111111;9.56e+20;1.429;+0.18/-0.15;19313.0;5.90261e-14;4.7410600000000006e-15;1.25077e-13;1.48886e-14;-999.0;7.902769999999999e-14;1.0688600000000001e-14;-999.0;4.87886e-14;9.24107e-15;-999.0
604;18.015870833333338;-0.7302161111111111;3.61e+20;0.9209999999999999;+0.21/-0.17;680.3;9.07138e-13;9.70748e-14;1.42119e-12;1.7508800000000002e-13;-999.0;0.0;-2.6923500000000005e-10;4.15981e-12;9.26788e-13;1.98299e-13;-999.0
623;-10.03071250000005;-1.2734591666666666;3.65e+20;0.8;-999/-999;933.5;9.69301e-13;1.27521e-13;9.48256e-13;1.7613499999999999e-13;-999.0;8.42716e-13;1.93563e-13;-999.0;4.612979999999999e-13;1.73998e-13;-999.0
624;-10.094654166666714;-1.1430375;3.62e+20;0.8;-999/-999;951.4;1.0715299999999999e-13;4.67115e-14;7.8834e-14;5.4335e-14;-999.0;1.62749e-13;9.215989999999999e-14;-999.0;5.10475e-14;-1.77873e-10;5.40579e-13
626;40.808870833333344;0.8492052777777778;3.31e+20;0.8;-999/-999;12395.4;2.4743400000000004e-14;4.90385e-15;2.5660900000000003e-14;6.7242199999999994e-15;-999.0;9.00711e-15;4.71954e-15;-999.0;2.72101e-14;1.00676e-14;-999.0
629;40.68640833333333;0.8355463888888889;3.18e+20;0.8;-999/-999;25663.0;7.33352e-15;2.79e-15;8.825239999999999e-15;4.1369100000000004e-15;-999.0;6.245e-15;4.074219999999999e-15;-999.0;5.152470000000001e-15;-1.07718e-11;3.12048e-14
