,OBJID,RA,DEC,NH,ENERGY_SLOPE,ENERGY_SLOPE_ERROR,EXPOSURE_TIME,nufnu_3keV(erg.s-1.cm-2),nufnu_error_3keV(erg.s-1.cm-2),nufnu_0.5keV(erg.s-1.cm-2),nufnu_error_0.5keV(erg.s-1.cm-2),upper_limit_0.5keV(erg.s-1.cm-2),nufnu_1.5keV(erg.s-1.cm-2),nufnu_error_1.5keV(erg.s-1.cm-2),upper_limit_1.5keV(erg.s-1.cm-2),nufnu_4.5keV(erg.s-1.cm-2),nufnu_error_4.5keV(erg.s-1.cm-2),upper_limit_4.5keV(erg.s-1.cm-2),OBJID,ALPHA_J2000,DELTA_J2000,MAG_AUTO,MAGERR_AUTO,CLASS_STAR,FLUX_RADIUS,FLAGS
57,143,40.903616666666665,0.5251694444444445,3.16e+20,0.8,-999/-999,4029.5,4.74133e-13,3.20643e-14,2.56438e-13,3.21302e-14,-999.0,8.48517e-13,6.981289999999998e-14,-999.0,4.094e-13,-1.23887e-10,1.21084e-12,14850121,40.90395439864765,0.5258814018654541,19.601612091064453,0.004007535520941019,0.8968747854232788,3.0706567764282227,0
58,144,-25.59322083333336,0.66396,4e+20,0.8,-999/-999,6245.3,3.82324e-14,1.1034100000000002e-14,8.935479999999999e-15,7.23999e-15,-999.0,6.0038e-14,2.1819599999999998e-14,-999.0,3.6012099999999997e-14,2.0783500000000002e-14,-999.0,17030000,-25.593819136901004,0.6638070143354298,21.57473373413086,0.011463182978332043,0.33286768198013306,2.7360799312591553,0
59,145,-25.530204166666692,0.5753808333333333,4.12e+20,0.8,-999/-999,5807.6,4.5629199999999996e-14,1.23711e-14,4.28601e-14,1.6390099999999995e-14,-999.0,7.147719999999998e-14,-3.09663e-11,1.88732e-13,8.563289999999998e-14,3.27468e-14,-999.0,17017278,-25.52995565810113,0.575642065154391,24.19926643371582,0.09801112115383148,0.09672918915748596,2.957237958908081,0
60,146,-25.713650000000033,0.4543566666666667,4.1e+20,0.8,-999/-999,6393.4,2.41517e-14,1.00632e-14,9.06662e-15,8.75631e-15,-999.0,3.63253e-14,2.0411400000000002e-14,-999.0,1.8141e-14,1.75201e-14,-999.0,17002110,-25.713166114992475,0.4547819855221871,19.206748962402344,0.0011514201760292053,0.9862127304077148,2.1641275882720947,0
61,147,-25.68770833333332,0.4380411111111111,4.12e+20,0.8,-999/-999,6174.1,8.9935e-14,1.87005e-14,6.49927e-14,2.03383e-14,-999.0,1.0399000000000001e-13,3.2062e-14,-999.0,5.1914300000000005e-14,2.69695e-14,-999.0,16998155,-25.688429194253388,0.4385717008287411,25.519908905029297,0.20309752225875854,0.5087187886238098,2.1791813373565674,0
62,161,21.29929166666668,-0.024565277777777776,3.16e+20,0.8,-999/-999,4555.7,2.55957e-14,1.07346e-14,1.24398e-14,-1.93385e-11,5.08351e-14,3.2711200000000005e-14,2.0206200000000002e-14,-999.0,4.9484899999999996e-14,3.05675e-14,-999.0,10571091,21.300152901815906,-0.024797853251391475,23.329166412353516,0.10196258872747421,0.3728068470954895,3.1942293643951416,2
63,165,-21.728679166666666,0.7389477777777778,5.54e+20,0.8,-999/-999,3977.8,2.89959e-14,1.27636e-14,9.63437e-15,1.03739e-14,-999.0,2.3588800000000002e-14,1.79766e-14,-999.0,5.2252499999999996e-14,3.25496e-14,-999.0,2317664,-21.72709786529134,0.7385272521443507,21.579357147216797,0.011080734431743622,0.967384397983551,1.9316824674606323,0
64,166,-21.618554166666684,0.7193247222222222,5.53e+20,0.8,-999/-999,3910.8,2.7487000000000002e-14,1.246e-14,4.11073e-14,2.25971e-14,-999.0,2.2376e-14,-3.03918e-11,1.1101900000000001e-13,2.47783e-14,2.33552e-14,-999.0,2315514,-21.619302179097303,0.7199698208265177,23.8857421875,0.12798532843589783,0.0026743016205728054,3.161811590194702,0
65,172,17.618479166666674,0.4520169444444445,2.86e+20,0.8,-999/-999,15167.4,2.2506200000000003e-14,5.5196000000000016e-15,3.55976e-14,9.14875e-15,-999.0,6.4379599999999994e-15,-1.41898e-11,4.2541000000000004e-14,9.76414e-15,7.05907e-15,-999.0,9446590,17.61878291297663,0.4509067994054392,24.576284408569336,0.18654455244541168,0.001022517797537148,2.7267112731933594,0
66,174,17.802562499999993,0.4863183333333334,2.88e+20,0.8,-999/-999,13282.0,1.75638e-14,5.10896e-15,3.47669e-15,3.08055e-15,-999.0,1.00409e-14,6.268930000000001e-15,-999.0,4.5707e-14,1.62577e-14,-999.0,9852266,17.80218051214561,0.48578757049417165,20.562746047973633,0.010896882973611355,0.027905292809009552,5.360067367553711,0
67,175,17.613616666666672,0.46141499999999996,2.86e+20,0.8,-999/-999,14956.6,1.44614e-14,4.553670000000001e-15,2.57462e-14,8.107110000000001e-15,-999.0,8.26673e-15,-1.17076e-11,4.10141e-14,3.7634e-14,-1.77662e-11,6.22383e-14,9448011,17.61359993238623,0.46224417455603556,21.950075149536133,0.022485584020614624,0.02648467756807804,3.024423360824585,0
68,176,17.83252916666666,0.4238894444444445,2.89e+20,0.8,-999/-999,13456.0,2.39656e-14,5.80146e-15,1.16545e-14,5.39019e-15,-999.0,2.80055e-14,1.00847e-14,-999.0,2.5505200000000006e-14,1.17961e-14,-999.0,9845775,17.8319899137246,0.423134545394641,19.134336471557617,0.003254870418459177,0.02862844616174698,4.950385570526123,0
69,177,17.832570833333335,0.4476280555555556,2.89e+20,0.8,-999/-999,13215.2,3.46844e-14,6.9065e-15,5.0922399999999996e-14,1.12187e-14,-999.0,1.0493200000000001e-14,6.11689e-15,-999.0,7.95926e-15,6.58511e-15,-999.0,9848093,17.832570237877878,0.4478262114625686,19.07217788696289,0.0024348164442926645,0.9740417003631592,1.769014596939087,3
70,178,17.808691666666675,0.3323383333333333,2.9e+20,0.8,-999/-999,14077.9,3.00127e-14,6.4944599999999994e-15,2.67623e-14,8.27266e-15,-999.0,3.30508e-14,1.10596e-14,-999.0,8.35818e-15,6.90857e-15,-999.0,9835551,17.809370993201213,0.33263505877291083,20.38148307800293,0.004119193647056818,0.982713520526886,1.6766198873519897,0
71,6633,17.852179166666673,0.4455011111111111,2.89e+20,0.8,-999/-999,4650.8,9.01022e-14,1.6575599999999997e-14,7.41429e-14,2.05561e-14,-999.0,7.132819999999998e-14,2.40946e-14,-999.0,8.110139999999999e-14,3.09263e-14,-999.0,9847831,17.851745345363806,0.44643695837990255,18.51601791381836,0.0013361823512241244,0.9938176870346069,1.7437390089035034,2
72,180,17.875645833333326,0.41814666666666667,2.89e+20,0.8,-999/-999,13288.1,2.2680900000000003e-14,5.93959e-15,5.0528399999999995e-15,3.74777e-15,-999.0,2.91565e-14,1.0809299999999997e-14,-999.0,3.31735e-14,1.42588e-14,-999.0,9845593,17.876583773851404,0.41854058898549606,18.438108444213867,0.002583644585683942,0.028696322813630104,6.005446910858154,0
73,181,17.819320833333336,0.54772,2.87e+20,0.8,-999/-999,12322.7,2.65018e-14,6.48741e-15,1.18013e-14,5.77771e-15,-999.0,2.2728999999999998e-14,9.51065e-15,-999.0,4.3087999999999996e-14,1.61984e-14,-999.0,9860575,17.819558426816165,0.5478288509847413,19.336200714111328,0.004396788310259581,0.028676578775048256,3.9441077709198,0
74,182,17.87071666666668,0.552365,2.88e+20,0.8,-999/-999,9003.5,6.47871e-14,1.04941e-14,6.92877e-14,1.44185e-14,-999.0,6.66673e-14,1.7236900000000004e-14,-999.0,1.0529500000000001e-13,-4.0911000000000006e-11,3.342070000000001e-13,9860692,17.87086023224065,0.5527617100750021,21.98276138305664,0.029583487659692764,0.010869516991078854,4.295299053192139,3
75,183,17.874587499999986,0.5751644444444445,2.87e+20,0.5529999999999999,+0.14/-0.12,7234.4,3.31201e-13,2.6656e-14,1.75864e-13,2.35745e-14,-999.0,1.98576e-13,3.01883e-14,-999.0,3.92979e-13,5.30946e-14,-999.0,9863786,17.87476028183779,0.5754033907743041,18.46357536315918,0.0010538742644712329,0.9919747114181519,1.7160335779190063,0
76,1570,-0.9838458333333621,-0.3982813888888889,3.22e+20,0.8,-999/-999,11529.7,1.2443599999999999e-13,1.2851499999999998e-14,1.21436e-13,1.6846400000000003e-14,-999.0,1.26065e-13,2.05056e-14,-999.0,3.04949e-14,1.24007e-14,-999.0,54456,-0.9832890373156715,-0.3982504393118449,18.363082885742188,0.002170969033613801,0.04756415635347366,3.4944164752960205,0
77,1577,-1.1099375000000011,-0.4699513888888889,3.19e+20,0.8,-999/-999,10325.0,3.42316e-14,7.814799999999998e-15,2.64841e-14,9.34883e-15,-999.0,3.74671e-14,1.3225799999999998e-14,-999.0,1.88915e-14,1.13219e-14,-999.0,46911,-1.1100710491970176,-0.4704810125911729,22.348464965820312,0.06359336525201797,0.000536715320777148,5.9456095695495605,3
78,190,-0.8891708333333668,-0.3926611111111111,3.23e+20,0.8,-999/-999,9222.9,1.7815599999999994e-14,6.42758e-15,1.6111600000000006e-14,8.30602e-15,-999.0,2.2733500000000002e-14,1.17198e-14,-999.0,8.59437e-15,-2.47749e-11,1.1376500000000002e-13,54716,-0.8888047371038965,-0.39193668282372324,24.438655853271484,0.19565658271312714,0.239792600274086,2.342207431793213,0
79,194,-0.9679916666667054,-0.6650138888888889,3.19e+20,0.8,-999/-999,8434.2,5.2708000000000004e-14,1.38155e-14,3.568180000000001e-14,1.56813e-14,-999.0,5.0479e-14,2.2184400000000006e-14,-999.0,5.08894e-14,2.74476e-14,-999.0,29199,-0.9671902714484304,-0.6654310405821939,21.431053161621094,0.01320168562233448,0.9853563904762268,1.7080882787704468,0
80,211,23.66988333333333,0.6168311111111111,2.54e+20,0.584,+0.17/-0.15,12351.9,1.42725e-13,1.48571e-14,7.04315e-14,1.18799e-14,-999.0,1.01409e-13,1.80578e-14,-999.0,1.67554e-13,2.9017599999999996e-14,-999.0,11000024,23.66971298734748,0.6167134386389509,18.83268165588379,0.00237423088401556,0.029262853786349297,3.8438053131103516,0
81,213,23.709475,0.5924955555555556,2.56e+20,0.8,-999/-999,13071.3,3.74557e-14,7.646800000000001e-15,3.2904e-14,9.487200000000002e-15,-999.0,2.1565900000000006e-14,9.32342e-15,-999.0,4.10359e-14,1.59695e-14,-999.0,10996975,23.70772683146502,0.5927697970037208,24.97271728515625,0.25136715173721313,0.5579675436019897,1.549886703491211,0
82,214,23.57552916666665,0.5800841666666666,2.49e+20,0.8,-999/-999,12832.4,3.41231e-14,7.083440000000001e-15,2.24202e-14,7.52351e-15,-999.0,2.76716e-14,1.03057e-14,-999.0,4.21515e-14,1.56984e-14,-999.0,10995784,23.57620493578733,0.5800586781145404,20.81195068359375,0.0084074717015028,0.044611282646656036,2.4518160820007324,0
83,215,23.72207499999999,0.5588919444444445,2.56e+20,0.8,-999/-999,12949.6,1.4843e-14,5.05235e-15,9.784799999999999e-15,-8.8704e-12,2.4552e-14,1.64849e-14,8.43177e-15,-999.0,3.34578e-14,1.486e-14,-999.0,10995001,23.72295530197454,0.5594221394990136,17.996479034423828,0.00199864711612463,0.028627701103687286,8.005586624145508,3
84,216,23.5694125,0.5489061111111111,2.49e+20,0.8,-999/-999,13275.5,1.3068899999999999e-14,4.7677e-15,4.58285e-15,3.74982e-15,-999.0,2.03568e-14,9.59508e-15,-999.0,1.034e-14,8.46046e-15,-999.0,10992538,23.56989277471171,0.5490688071811871,24.500394821166992,0.18521468341350555,0.636850893497467,2.0127837657928467,0
85,217,23.74301666666668,0.6016880555555555,2.57e+20,0.8,-999/-999,12172.8,2.50388e-14,6.4202e-15,4.890270000000001e-15,3.7085299999999995e-15,-999.0,2.88298e-14,1.0931e-14,-999.0,4.38806e-14,1.66377e-14,-999.0,10997951,23.74328658313264,0.6006504469047425,21.820383071899414,0.023564649745821953,0.02773350663483143,3.0032362937927246,3
86,218,23.739837499999997,0.6616963888888889,2.57e+20,0.8,-999/-999,13128.6,1.19388e-14,4.6444e-15,5.24815e-15,4.08323e-15,-999.0,1.5464099999999995e-14,8.53888e-15,-999.0,1.1768600000000001e-14,9.15637e-15,-999.0,11004823,23.740677790846664,0.6628307421421555,23.879886627197266,0.08564355224370956,0.00014423397078644484,2.463923454284668,0
87,219,23.67366250000001,0.7247772222222222,2.54e+20,0.8,-999/-999,11797.2,1.7057499999999994e-14,5.4584e-15,3.74286e-15,3.32832e-15,-999.0,1.6576699999999998e-14,8.64565e-15,-999.0,3.36673e-14,1.52583e-14,-999.0,11012079,23.673902361556582,0.7252258569852965,24.12518882751465,0.08354558795690536,0.16468992829322815,1.6670321226119995,0
88,220,23.77052916666668,0.6825305555555555,2.58e+20,0.8,-999/-999,13246.4,2.04155e-14,6.0126000000000015e-15,6.52872e-15,4.51193e-15,-999.0,3.36436e-14,1.2458e-14,-999.0,1.46289e-14,1.01099e-14,-999.0,11007182,23.76993558517026,0.6831409539056917,23.997272491455078,0.11587469279766083,0.2077058106660843,3.976938486099243,0
89,222,23.740016666666666,0.4611075,2.54e+20,0.8,-999/-999,11778.8,2.1083099999999997e-14,6.41362e-15,1.85082e-14,7.93142e-15,-999.0,2.73236e-14,1.17091e-14,-999.0,1.6637e-14,-2.52868e-11,9.15064e-14,10985007,23.741290310105587,0.46066441082885606,19.884599685668945,0.008067871443927288,0.09362136572599411,3.7263448238372803,2
90,223,23.632837499999994,0.4293063888888889,2.51e+20,0.8,-999/-999,11229.5,2.35407e-14,6.8155000000000004e-15,2.06404e-14,8.455549999999998e-15,-999.0,2.28969e-14,1.07819e-14,-999.0,1.1622100000000001e-14,9.521739999999999e-15,-999.0,10982257,23.632512535971646,0.43053631498003375,20.389497756958008,0.006421345751732588,0.6922462582588196,2.191378355026245,2
91,224,23.798229166666662,0.7279394444444445,2.58e+20,0.8,-999/-999,12769.2,1.88987e-14,6.2859e-15,1.66271e-14,-1.10455e-11,4.38453e-14,3.91789e-14,1.43479e-14,-999.0,1.49036e-14,1.09178e-14,-999.0,11012479,23.798677031404267,0.7283235232416764,21.369009017944336,0.009486035443842411,0.9758517146110535,1.8452907800674438,0
92,225,12.627933333333347,0.1906358333333333,2.42e+20,0.8,-999/-999,4313.5,5.2857299999999995e-14,1.4946799999999997e-14,5.274580000000002e-14,2.05168e-14,-999.0,1.96295e-14,1.47089e-14,-999.0,5.98251e-14,3.1732599999999993e-14,-999.0,8471827,12.62837926097896,0.19033481960166765,19.633195877075195,0.0050761401653289795,0.8986442685127258,1.8359344005584717,2
93,227,12.814516666666664,0.12217194444444444,2.62e+20,0.8,-999/-999,4660.9,2.7149099999999998e-14,1.13577e-14,2.86945e-14,1.6011000000000006e-14,-999.0,1.9853299999999998e-14,-2.93603e-11,9.27336e-14,4.27365e-14,2.83168e-14,-999.0,8464974,12.814048351432973,0.12365005743079537,24.694271087646484,0.20325075089931488,0.6520491242408752,2.385453701019287,0
94,264,18.16532083333334,0.3281075,2.92e+20,0.831,+0.16/-0.13,20389.0,1.1053800000000001e-13,9.29568e-15,9.1219e-14,1.14887e-14,-999.0,8.30854e-14,1.30619e-14,-999.0,1.16933e-13,1.88547e-14,-999.0,9835196,18.165335032227542,0.3287739125801708,19.42299461364746,0.0027566910721361637,0.9203280210494995,2.060880422592163,0
95,265,18.060554166666666,0.2874825,2.92e+20,0.8,-999/-999,19859.1,2.01183e-14,4.56291e-15,4.49194e-15,2.90989e-15,-999.0,6.46737e-15,4.18958e-15,-999.0,5.8849e-14,1.56661e-14,-999.0,9829860,18.06034285865358,0.2867251050576931,24.705364227294922,0.12600654363632202,0.09605960547924042,1.866576910018921,0
96,266,18.17657083333333,0.3536375,2.92e+20,0.8,-999/-999,21617.8,9.17283e-15,3.18021e-15,5.45697e-15,3.3270000000000002e-15,-999.0,1.0475700000000001e-14,5.35512e-15,-999.0,7.943529999999999e-15,5.9819e-15,-999.0,9838132,18.177937865193154,0.3547379565966476,20.533143997192383,0.004908351693302393,0.9823046326637268,1.6975547075271606,0
97,267,18.150325000000013,0.20547944444444446,2.93e+20,0.8,-999/-999,21538.6,2.19376e-14,4.70288e-15,1.6784299999999995e-14,5.5083199999999995e-15,-999.0,8.049580000000001e-15,4.556100000000001e-15,-999.0,3.66196e-14,1.20179e-14,-999.0,9819461,18.150201340392332,0.2051011671443983,23.30153465270996,0.12402001768350601,0.06580270081758499,4.582394123077393,0
98,268,18.166045833333328,0.4045488888888889,2.91e+20,0.8,-999/-999,21818.0,1.1499899999999999e-14,3.5937199999999996e-15,1.2821799999999999e-14,5.06311e-15,-999.0,3.69522e-15,3.16048e-15,-999.0,1.12091e-14,7.0057e-15,-999.0,9843339,18.166795994907563,0.40390945077163737,20.163976669311523,0.0037814488168805838,0.9871199131011963,1.7162210941314697,0
99,269,18.203499999999988,0.3855308333333334,2.91e+20,0.8,-999/-999,21581.3,3.02978e-14,5.39058e-15,1.80156e-14,5.53662e-15,-999.0,2.92029e-14,8.39953e-15,-999.0,3.44465e-14,1.11445e-14,-999.0,9841380,18.20347812288533,0.3854581365699293,23.40768051147461,0.08882138133049011,0.0002554008678998798,2.961012840270996,0
100,270,18.2167125,0.3946716666666667,2.91e+20,0.8,-999/-999,21431.2,1.42643e-14,4.00838e-15,1.15665e-14,4.81895e-15,-999.0,9.99842e-15,5.37584e-15,-999.0,1.51646e-14,8.15356e-15,-999.0,9842393,18.216244831391496,0.3945584318956735,21.49100685119629,0.026194049045443535,0.0007271580398082733,5.095199108123779,2
101,271,18.200620833333346,0.4123361111111111,2.91e+20,0.8,-999/-999,21671.4,9.17504e-15,3.31728e-15,7.44053e-15,-5.91395e-12,1.80353e-14,7.85946e-15,4.76471e-15,-999.0,2.38517e-14,1.02714e-14,-999.0,9844250,18.200234930142617,0.41298979117086143,21.435569763183594,0.013699277304112911,0.0593620203435421,2.251534938812256,0
102,272,18.266308333333345,0.320995,2.92e+20,-0.105,+0.26/-0.20,21896.2,8.41252e-14,1.1984999999999999e-14,5.99639e-15,3.00017e-15,-999.0,4.97176e-14,1.17202e-14,-999.0,1.31224e-13,2.50407e-14,-999.0,9834737,18.2674642316737,0.32195083976679395,18.94477081298828,0.0026222767774015665,0.028661472722887993,3.9347362518310547,0
103,273,18.26968333333332,0.2455277777777778,2.93e+20,0.8,-999/-999,21888.4,9.921689999999999e-15,3.4579999999999998e-15,2.9517700000000002e-15,2.54173e-15,-999.0,1.69947e-14,7.31748e-15,-999.0,6.440089999999999e-15,5.54549e-15,-999.0,9824924,18.27029562502728,0.24587227810071133,21.393476486206055,0.0126621313393116,0.1411123275756836,2.105743885040283,0
104,274,17.971920833333346,0.22503972222222224,2.92e+20,0.898,+0.24/-0.18,11971.3,7.392139999999998e-14,8.642799999999998e-15,3.65855e-14,8.897280000000002e-15,-999.0,1.0248099999999999e-13,1.74936e-14,-999.0,7.62827e-14,1.85513e-14,-999.0,9822152,17.971616587217785,0.225012191740774,22.152307510375977,0.01701490953564644,0.03960061073303223,2.7562568187713623,3
105,275,18.09759166666666,0.10472166666666667,2.93e+20,0.8,-999/-999,12620.0,4.4151699999999997e-14,7.6076e-15,9.8557e-15,4.87598e-15,-999.0,5.67202e-14,1.3781999999999999e-14,-999.0,6.45087e-14,1.82424e-14,-999.0,9807308,18.096724647740086,0.10501859389404626,25.153940200805664,0.21913649141788483,0.6628294587135315,1.6248420476913452,0
106,276,18.31536666666668,0.23402444444444445,2.93e+20,0.8,-999/-999,21346.4,2.38325e-14,5.5328e-15,8.51443e-15,4.4363e-15,-999.0,3.0624e-14,1.0153499999999999e-14,-999.0,2.78676e-14,1.18778e-14,-999.0,9823515,18.31656451278743,0.23512399071274687,21.124425888061523,0.007473236881196499,0.9836535453796387,1.6749318838119507,0
107,4383,16.87532916666666,-0.8021550000000001,4.21e+20,0.8,-999/-999,3147.2,5.816559999999998e-14,1.87538e-14,5.48433e-14,2.6140300000000002e-14,-999.0,4.84969e-14,2.65145e-14,-999.0,3.62887e-14,2.89985e-14,-999.0,8776619,16.87569052739826,-0.8021005992388894,19.559534072875977,0.0024404439609497786,0.9747335910797119,2.094698905944824,0
108,4384,16.80945833333334,-0.8333944444444444,4.22e+20,0.8,-999/-999,3203.1,4.54834e-14,1.7316e-14,4.2905e-14,2.3595e-14,-999.0,2.8441e-14,2.21328e-14,-999.0,4.2558999999999994e-14,3.31194e-14,-999.0,8772836,16.808691474771308,-0.8336523369617967,22.52203369140625,0.028790634125471115,0.02438686415553093,2.7407283782958984,3
109,5987,33.70363333333333,-0.7911783333333333,2.66e+20,0.8,-999/-999,133661.0,7.22833e-15,1.16476e-15,2.80097e-15,9.66311e-16,-999.0,7.74745e-15,1.9572299999999997e-15,-999.0,1.03967e-14,2.79311e-15,-999.0,12281432,33.7043198764299,-0.7916582198834365,22.688919067382812,0.03666231408715248,0.7530888319015503,2.352019786834717,0
110,704,33.664087499999994,-0.8393233333333334,2.64e+20,0.5489999999999999,+0.24/-0.18,138344.0,1.24741e-14,1.57691e-15,4.571840000000001e-15,1.13151e-15,-999.0,1.0606e-14,2.16202e-15,-999.0,1.482e-14,3.21464e-15,-999.0,12276630,33.66453021843057,-0.8397220232905714,23.377824783325195,0.09908443689346313,0.09431356936693192,3.330893039703369,0
111,706,33.730595833333325,-0.7840869444444445,2.67e+20,0.256,+0.24/-0.18,145098.0,1.32398e-14,1.74469e-15,2.56586e-15,8.03998e-16,-999.0,9.46693e-15,2.00472e-15,-999.0,1.7762e-14,3.55973e-15,-999.0,12282164,33.73121599612298,-0.7842116345122233,23.47593116760254,0.09971404820680618,0.6842003464698792,4.69390344619751,0
112,5638,33.731750000000005,-0.7421311111111111,2.68e+20,0.7959999999999999,+0.27/-0.20,135441.0,9.371250000000001e-15,1.29335e-15,5.81936e-15,1.36527e-15,-999.0,8.99619e-15,2.04346e-15,-999.0,1.00845e-14,2.66998e-15,-999.0,12285442,33.7317747764784,-0.7421725220047487,20.933517456054688,0.009400821290910244,0.9794943928718567,2.4371836185455322,3
113,5992,33.6340625,-0.8470175000000001,2.63e+20,0.8,-999/-999,137340.0,4.09849e-15,9.44541e-16,1.54903e-15,7.71983e-16,-999.0,3.40886e-15,1.3995200000000001e-15,-999.0,7.48737e-15,2.5344e-15,-999.0,12275713,33.63304188315083,-0.8467172942224904,23.625558853149414,0.12781254947185516,0.0021254061721265316,3.78589129447937,0
114,2529,33.581041666666664,-0.7041980555555555,2.65e+20,0.846,+0.17/-0.13,137746.0,1.99951e-14,1.7123599999999999e-15,1.42841e-14,2.01542e-15,-999.0,1.89803e-14,2.81794e-15,-999.0,2.09829e-14,3.60656e-15,-999.0,12288442,33.58175178561826,-0.7043857043325594,20.048330307006836,0.004971685819327831,0.8968475461006165,2.6505074501037598,0
115,713,33.561199999999985,-0.7808322222222223,2.63e+20,0.8,-999/-999,141418.0,5.10463e-15,9.99297e-16,1.79904e-15,8.103530000000001e-16,-999.0,2.6400400000000002e-15,1.18917e-15,-999.0,1.20498e-14,3.10645e-15,-999.0,12282459,33.56150112285811,-0.7815717290584707,20.95226287841797,0.0113022206351161,0.9354217648506165,2.338350772857666,2
116,712,33.704191666666674,-0.8447863888888889,2.65e+20,0.921,+0.17/-0.14,144830.0,1.49613e-14,1.35564e-15,1.42399e-14,1.86279e-15,-999.0,1.21083e-14,2.0465699999999996e-15,-999.0,1.52711e-14,2.82132e-15,-999.0,12276251,33.70459779317226,-0.8446795637825414,18.891334533691406,0.0017117563402280211,0.9432401657104492,2.357970714569092,0
117,716,33.750024999999994,-0.7888641666666667,2.67e+20,0.8,-999/-999,140872.0,4.38519e-15,9.18436e-16,1.5490099999999999e-15,7.4606e-16,-999.0,2.72059e-15,1.18687e-15,-999.0,9.6535e-15,2.77915e-15,-999.0,12281703,33.749683024067274,-0.7891356439264298,23.65630531311035,0.10320337861776352,0.1713704913854599,2.660940647125244,0
118,718,33.56259583333332,-0.8158527777777779,2.62e+20,0.8,-999/-999,143405.0,8.185769999999997e-15,1.20419e-15,4.89976e-15,1.20252e-15,-999.0,8.79535e-15,1.95275e-15,-999.0,7.907380000000003e-15,2.2752600000000002e-15,-999.0,12279235,33.562793996511274,-0.8161262373050459,20.58527374267578,0.006372183561325073,0.9369969367980957,2.336592197418213,0
119,717,33.75548333333333,-0.7491733333333332,2.68e+20,-0.182,+0.23/-0.18,143568.0,1.56937e-14,2.13568e-15,1.40954e-15,5.55048e-16,-999.0,7.85765e-15,1.8407499999999998e-15,-999.0,2.52601e-14,4.24924e-15,-999.0,12285225,33.756301539078464,-0.7486285331221987,19.644222259521484,0.006660710088908672,0.028609462082386017,5.601889610290527,0
120,5644,33.653495833333324,-0.6644769444444445,2.68e+20,0.8,-999/-999,132883.0,8.754380000000002e-15,1.27531e-15,4.75799e-15,1.29972e-15,-999.0,8.12147e-15,2.0534e-15,-999.0,1.14635e-14,3.00595e-15,-999.0,12291739,33.653747219987764,-0.6658332767846071,21.399560928344727,0.015123163349926472,0.9670886397361755,2.402665615081787,0
121,2537,33.61116666666666,-0.8622141666666666,2.62e+20,0.8,-999/-999,140538.0,3.6878399999999996e-15,8.757760000000001e-16,1.6949000000000002e-15,7.793319999999998e-16,-999.0,1.65993e-15,9.38666e-16,-999.0,8.20364e-15,2.5769e-15,-999.0,12273882,33.610573373874594,-0.8619447775661305,24.889144897460938,0.17029839754104614,0.5473009347915649,2.0351319313049316,0
122,6005,33.59232083333333,-0.6816172222222222,2.66e+20,0.8,-999/-999,135032.0,4.79879e-15,9.86616e-16,2.19651e-15,9.02454e-16,-999.0,5.05515e-15,1.6462e-15,-999.0,6.28651e-15,2.25657e-15,-999.0,12290217,33.59247381386499,-0.6824767918669076,21.638954162597656,0.015794312581419945,0.9295883774757385,2.264143228530884,0
123,2541,33.6611125,-0.8767566666666667,2.63e+20,0.191,+0.23/-0.18,135350.0,1.52542e-14,1.96406e-15,2.1216799999999998e-15,7.454229999999999e-16,-999.0,1.12209e-14,2.30855e-15,-999.0,2.10698e-14,4.03117e-15,-999.0,12272361,33.6607860603781,-0.875150966255867,24.969017028808594,0.18267738819122314,0.5263960957527161,1.4313955307006836,0
124,2544,33.734025,-0.6785033333333333,2.69e+20,0.8,-999/-999,141553.0,4.09619e-15,9.32824e-16,1.88917e-15,8.32573e-16,-999.0,3.21954e-15,1.3144e-15,-999.0,6.99246e-15,2.40534e-15,-999.0,12290585,33.73395677585753,-0.6781463654438317,22.32046890258789,0.04031207039952278,0.011254385113716125,3.783679246902466,3
125,2547,33.68105833333334,-0.8883891666666667,2.63e+20,0.8,-999/-999,134361.0,3.754890000000001e-15,9.03474e-16,1.80459e-15,8.441369999999999e-16,-999.0,2.64818e-15,1.2387499999999999e-15,-999.0,6.7170900000000004e-15,2.45306e-15,-999.0,12270808,33.68066948756177,-0.8882832956357833,23.778289794921875,0.10374105721712112,0.019504990428686142,2.6319825649261475,0
126,2549,33.60668749999999,-0.6496055555555555,2.67e+20,0.619,+0.21/-0.17,136973.0,1.41929e-14,1.5805e-15,7.640000000000003e-15,1.4412699999999999e-15,-999.0,1.00356e-14,2.05851e-15,-999.0,1.6426900000000002e-14,3.33333e-15,-999.0,12293583,33.60703048277448,-0.6498977420961289,18.117326736450195,0.000982229015789926,0.9782161116600037,2.2692432403564453,0
127,6013,33.59261666666666,-0.8826722222222223,2.5e+20,0.8,-999/-999,135806.0,7.23185e-15,1.1719200000000001e-15,3.07426e-15,9.79845e-16,-999.0,7.39336e-15,1.84781e-15,-999.0,1.0394e-14,2.67229e-15,-999.0,12271570,33.59339009428516,-0.8822177434443296,23.058835983276367,0.04032300040125847,0.9447296857833862,2.0520551204681396,0
128,6015,33.72650416666664,-0.6619244444444444,2.7e+20,0.8,-999/-999,139290.0,5.3639299999999996e-15,1.04287e-15,3.64688e-15,1.12318e-15,-999.0,5.32693e-15,1.6406099999999999e-15,-999.0,4.86141e-15,1.93562e-15,-999.0,12292081,33.727155040474464,-0.6620125035936659,24.91525650024414,0.18400664627552032,0.48421573638916016,2.5900213718414307,0
