,A,A,A,A,B,B,B,B,AB_MAG_AUTO,AB_MAG_AUTO,AB_MAG_AUTO,AB_MAG_AUTO,AB_MAG_AUTO
,RA,DEC,OBJID_A,pos_err,OBJID_B,ALPHA_J2000,DELTA_J2000,MAG_AUTO,Reliability,LR,duplicates,duplicates_LR,duplicates_R
OBJID_A,,,,,,,,,,,,,
1121,11.475816666666674,-0.8599336111111111,1121.0,5.0,7747373.0,11.475957943809142,-0.8607793445720041,23.927570343017575,1.0,0.005009108006681279,,,
1122,11.576083333333347,-0.7362474999999999,1122.0,5.0,7759642.0,11.577467050625252,-0.7360914473904724,18.64634132385254,1.0,0.02555037673528656,,,
1123,11.389116666666665,-0.9694794444444444,1123.0,5.0,7514321.0,11.389509668566273,-0.9690832826083046,18.01985740661621,1.0,0.03237839741745367,,,
1133,44.15607083333333,-1.4289638888888891,1133.0,5.0,,,,,,,,,
1134,44.16810833333332,-1.4280091666666668,1134.0,5.0,,,,,,,,,
1135,44.09724583333332,-1.3865533333333333,1135.0,5.0,,,,,,,,,
1136,44.14386666666667,-1.365182777777778,1136.0,5.0,,,,,,,,,
1137,44.06866249999999,-1.4434305555555556,1137.0,5.0,,,,,,,,,
1138,44.0535375,-1.3962552777777777,1138.0,5.0,,,,,,,,,
1139,44.16424166666667,-1.346665,1139.0,5.0,,,,,,,,,
1140,44.054975000000006,-1.3880122222222222,1140.0,5.0,,,,,,,,,
1141,44.244783333333324,-1.4324747222222225,1141.0,5.0,,,,,,,,,
1142,44.106870833333346,-1.3199891666666663,1142.0,5.0,,,,,,,,,
1143,44.09275416666668,-1.3124805555555557,1143.0,5.0,,,,,,,,,
1144,44.24267083333334,-1.3252836111111108,1144.0,5.0,,,,,,,,,
1145,44.27180416666667,-1.3588433333333334,1145.0,5.0,,,,,,,,,
1146,58.29237499999999,0.023157222222222218,1146.0,5.0,,,,,,,,,
1147,58.3166,0.03102194444444444,1147.0,5.0,,,,,,,,,
1148,58.26907916666664,0.05403972222222223,1148.0,5.0,,,,,,,,,
1149,58.31820833333333,0.0241875,1149.0,5.0,,,,,,,,,
1150,58.30894166666667,0.07766805555555556,1150.0,5.0,,,,,,,,,
1151,58.26792083333334,0.008022222222222222,1151.0,5.0,,,,,,,,,
1152,58.32391666666666,0.07294416666666667,1152.0,5.0,,,,,,,,,
1153,58.31799166666667,-0.012156666666666668,1153.0,5.0,,,,,,,,,
1154,58.35658749999999,0.03935138888888889,1154.0,5.0,,,,,,,,,
1155,58.33879166666665,-0.004405,1155.0,5.0,,,,,,,,,
1157,58.3445625,0.07051638888888889,1157.0,5.0,,,,,,,,,
1158,58.23692499999999,0.08995194444444445,1158.0,5.0,,,,,,,,,
1159,58.370066666666666,0.04885083333333333,1159.0,5.0,,,,,,,,,
1160,58.32435833333332,0.11302972222222225,1160.0,5.0,,,,,,,,,
1161,58.334074999999984,-0.025187222222222225,1161.0,5.0,,,,,,,,,
1162,58.23157916666668,0.09531361111111113,1162.0,5.0,,,,,,,,,
1163,58.37248333333332,0.07230833333333334,1163.0,5.0,,,,,,,,,
1164,58.25436249999999,-0.035902222222222224,1164.0,5.0,,,,,,,,,
1165,58.23135833333333,-0.017225555555555556,1165.0,5.0,,,,,,,,,
1166,58.29398333333333,0.13780333333333333,1166.0,5.0,,,,,,,,,
1168,58.25525833333333,-0.05188388888888889,1168.0,5.0,,,,,,,,,
1169,58.36268333333334,-0.02552472222222222,1169.0,5.0,,,,,,,,,
1170,58.373416666666664,-0.019139444444444445,1170.0,5.0,,,,,,,,,
1171,58.19318333333334,0.009641111111111109,1171.0,5.0,,,,,,,,,
1172,58.3967625,0.027233055555555555,1172.0,5.0,,,,,,,,,
1173,58.2456875,-0.054557222222222215,1173.0,5.0,,,,,,,,,
1174,58.39052083333331,-0.0003508333333333333,1174.0,5.0,,,,,,,,,
1175,58.370120833333324,0.12015055555555555,1175.0,5.0,,,,,,,,,
1176,58.27620833333333,0.1563561111111111,1176.0,5.0,,,,,,,,,
1177,58.19905833333331,-0.034312777777777775,1177.0,5.0,,,,,,,,,
1178,58.22459166666667,-0.05998361111111111,1178.0,5.0,,,,,,,,,
1179,58.18463333333332,0.10377611111111112,1179.0,5.0,,,,,,,,,
1180,58.35402916666666,0.1512147222222222,1180.0,5.0,,,,,,,,,
1181,58.41166666666666,0.07376277777777777,1181.0,5.0,,,,,,,,,
1182,58.25792083333332,-0.0890025,1182.0,5.0,,,,,,,,,
1183,58.17228333333333,-0.016585833333333334,1183.0,5.0,,,,,,,,,
1184,58.32534166666665,-0.08949444444444445,1184.0,5.0,,,,,,,,,
1185,58.435412499999984,0.037530277777777774,1185.0,5.0,,,,,,,,,
1187,58.35722916666666,0.1715911111111111,1187.0,5.0,,,,,,,,,
1188,58.25089166666666,-0.0997686111111111,1188.0,5.0,,,,,,,,,
1189,58.27987916666666,0.19026416666666665,1189.0,5.0,,,,,,,,,
1190,58.35613333333333,-0.09982277777777776,1190.0,5.0,,,,,,,,,
1191,58.43359166666664,-0.012636944444444444,1191.0,5.0,,,,,,,,,
1192,58.22040833333333,0.17814638888888887,1192.0,5.0,,,,,,,,,
1193,58.44521666666665,0.07569472222222222,1193.0,5.0,,,,,,,,,
1194,58.15672083333334,-0.04004138888888889,1194.0,5.0,,,,,,,,,
1195,58.13624999999999,0.010827777777777776,1195.0,5.0,,,,,,,,,
1196,58.453841666666676,0.05627638888888889,1196.0,5.0,,,,,,,,,
1197,58.45095833333332,0.07144916666666666,1197.0,5.0,,,,,,,,,
1198,58.35642083333335,-0.10539888888888888,1198.0,5.0,,,,,,,,,
1199,58.44350833333334,-0.031105,1199.0,5.0,,,,,,,,,
1200,58.2426375,-0.11710166666666667,1200.0,5.0,,,,,,,,,
1201,58.45115833333333,-0.012548055555555557,1201.0,5.0,,,,,,,,,
1202,58.43997916666666,0.12039583333333335,1202.0,5.0,,,,,,,,,
1203,58.22715833333334,-0.11162888888888887,1203.0,5.0,,,,,,,,,
1204,58.46052499999999,0.0730588888888889,1204.0,5.0,,,,,,,,,
1205,58.36234999999999,-0.12405722222222222,1205.0,5.0,,,,,,,,,
1206,58.38251249999999,0.1994275,1206.0,5.0,,,,,,,,,
1207,58.16707916666667,-0.08826666666666666,1207.0,5.0,,,,,,,,,
1208,58.31401249999999,-0.13865916666666667,1208.0,5.0,,,,,,,,,
1209,58.46893749999998,-0.015378055555555556,1209.0,5.0,,,,,,,,,
1210,58.47790416666666,0.027865833333333333,1210.0,5.0,,,,,,,,,
1211,58.39752083333332,0.21890333333333334,1211.0,5.0,,,,,,,,,
1212,58.46875416666666,-0.06354555555555556,1212.0,5.0,,,,,,,,,
1213,58.282270833333314,-0.16867194444444444,1213.0,5.0,,,,,,,,,
1214,58.36220416666666,-0.16048305555555556,1214.0,5.0,,,,,,,,,
1215,58.26983333333334,-0.17436,1215.0,5.0,,,,,,,,,
1216,58.51031666666666,0.04716027777777778,1216.0,5.0,,,,,,,,,
1217,58.5223,0.004128888888888889,1217.0,5.0,,,,,,,,,
1219,58.51096666666666,-0.08757472222222222,1219.0,5.0,,,,,,,,,
1220,58.497120833333334,-0.14571166666666666,1220.0,5.0,,,,,,,,,
1221,58.52608333333333,-0.14750027777777774,1221.0,5.0,,,,,,,,,
1223,5.504358333333329,0.11632333333333332,1223.0,5.0,15701006.0,5.503972651619439,0.11611631230931944,18.09370231628418,1.0,0.031444858676060325,,,
1224,5.373470833333329,0.10682027777777778,1224.0,5.0,15699515.0,5.374206623788631,0.10693709134529274,21.28249168395996,0.4667855167381553,0.013301695361091053,15699196;15699300;15699408;15699519,0.002556670648050681;0.0024185312621830776;0.008252212303000467;0.0019672659217308207,0.08971915212180315;0.08487153962853285;0.28958813741567146;0.06903565409583722
1225,5.447745833333329,0.008569444444444446,1225.0,5.0,,,,,,,,,
1226,5.564345833333333,0.02272416666666667,1226.0,5.0,15690740.0,5.563969512466959,0.022717363819703736,20.513154983520508,0.7445770941964991,0.018314357727037687,15690654,0.006282635478617386,0.25542290580350085
1227,5.580670833333329,0.020666388888888887,1227.0,5.0,15690577.0,5.580845915547565,0.02211815407705,25.41544532775879,1.0,0.001736534367700114,,,
1228,5.558591666666672,-0.020212222222222218,1228.0,5.0,15686558.0,5.5581617915559445,-0.019796264651947018,21.790264129638672,1.0,0.009656837161526889,,,
1229,5.299104166666666,0.028336666666666663,1229.0,5.0,15691141.0,5.298192761402,0.027421747788749524,21.574954986572266,0.6965788279747808,0.008354894333870183,15691175,0.003639289236366992,0.30342117202521923
1230,20.368141666666673,-0.6539444444444444,1230.0,5.0,,,,,,,,,
1231,20.4716875,-0.5337138888888889,1231.0,5.0,,,,,,,,,
1232,20.527075,-0.6685541666666667,1232.0,5.0,,,,,,,,,
1233,20.42762083333332,-0.7602194444444444,1233.0,5.0,,,,,,,,,
1234,20.51304166666665,-0.7465947222222221,1234.0,5.0,,,,,,,,,
1235,20.302037499999983,-0.5092816666666666,1235.0,5.0,,,,,,,,,
1236,20.52885416666666,-0.511155,1236.0,5.0,,,,,,,,,
1237,20.494170833333328,-0.7936227777777778,1237.0,5.0,,,,,,,,,
1238,20.333754166666665,-0.8049638888888889,1238.0,5.0,,,,,,,,,
1239,-37.156637500000045,0.7075516666666666,1239.0,5.0,4724571.0,-37.1565335769526,0.7077461106142631,23.945016860961914,0.2105234873054777,0.0054563436045103105,4724317;4724365;4724598;4724645;4724760,0.004753171971331554;0.0032418597718259306;0.004086879575708508;0.004121635743306827;0.0042580896705556575,0.18339283807937098;0.1250814966923965;0.15768510981685196;0.1590261158345308;0.16429095227137208
1240,-37.157200000000046,0.6629672222222223,1240.0,5.0,4719313.0,-37.15625277522832,0.6638875061361743,20.02029037475586,0.6818095441194321,0.01948784390984025,4719205;4718951,0.006836160560893501;0.002258528698421443,0.23917266256409825;0.07901779331646964
1241,-37.18721250000005,0.6699438888888889,1241.0,5.0,4720074.0,-37.18555494163087,0.6705517374498944,21.393564224243164,0.5544512829136051,0.009941838360361572,4720023;4720071,0.004250353502713114;0.0037387583695911346,0.23704005909123577;0.208508657995159
1242,-37.227350000000065,0.7019277777777777,1242.0,5.0,4723921.0,-37.22644411412375,0.7016781983823596,21.463890075683594,0.5236228805422992,0.011689410174762294,4723762;4723890,0.005229854711204479;0.005404836311933425,0.23426944112295991;0.24210767833474092
1243,-37.21626666666669,0.6808758333333333,1243.0,5.0,,,,,,,,,
1244,-37.16190000000006,0.8284508333333334,1244.0,5.0,4743156.0,-37.16076589467969,0.8287801629080624,18.82723617553711,0.5578353921446547,0.025804665307960054,4742603;4742558;4742672;4742961,0.00475857484618584;0.0047134233281978235;0.009172947147822696;0.0018089553757504894,0.10286905230865076;0.10189298404959056;0.19829726556265037;0.03910530593445346
1245,-37.252200000000016,0.7433749999999999,1245.0,5.0,4730385.0,-37.250970468997544,0.7439209210241082,17.339788436889652,1.0,0.03421755657771966,,,
1246,-37.179283333333395,0.6210413888888889,1246.0,5.0,4713318.0,-37.17805945510082,0.6217364441266079,21.24526023864746,0.49218596777192614,0.011224587952107618,4713257;4713226,0.004597974396235658;0.006983020677357642,0.20161617403308382;0.30619785819499007
1247,-37.289479166666695,0.6522430555555556,1247.0,5.0,4717965.0,-37.28860758569812,0.653197252639681,19.56658744812012,1.0,0.026505935567509978,,,
1248,-37.29917083333339,0.6679744444444444,1248.0,5.0,4719763.0,-37.299498766638244,0.667770542930491,20.17695617675781,0.7597142375900225,0.03192043308645262,4719502;4719737,0.004121031546270762;0.005974903505527022,0.0980815746070899;0.14220418780288757
1249,-37.08511666666675,0.9171486111111112,1249.0,5.0,,,,,,,,,
1280,47.31434166666665,0.41896583333333337,1280.0,5.0,,,,,,,,,
1281,47.29865000000001,0.3999844444444445,1281.0,5.0,,,,,,,,,
1282,47.41376249999999,0.4557988888888889,1282.0,5.0,,,,,,,,,
1283,47.31728333333334,0.3108133333333333,1283.0,5.0,,,,,,,,,
1284,47.28639583333333,0.5857772222222223,1284.0,5.0,,,,,,,,,
1285,0.7379124999999931,-0.41352333333333335,1285.0,5.0,7367286.0,0.7382098125710634,-0.4131082686517879,18.50518798828125,0.9298150275667321,0.045470139366753225,7366847,0.003432210045415065,0.07018497243326788
1286,0.6507000000000005,-0.4564222222222222,1286.0,5.0,7363334.0,0.6510075575586908,-0.4568566248499847,17.86111068725586,1.0,0.02826275662325321,,,
1287,0.7483291666666787,-0.2710841666666667,1287.0,5.0,7380928.0,0.7470180126906075,-0.2707576205716052,20.38461685180664,0.40783424691974657,0.01922614993796449,7380738;7380676;7380677;7380982,0.006939526443280736;0.005110832487759959;0.005285673586173526;0.010579885880607227,0.14720453913586315;0.10841341222782717;0.11212222485709493;0.22442557685946815
1288,0.5477541666666639,-0.3084625,1288.0,5.0,7377392.0,0.5466935055827983,-0.30798554888093993,23.842180252075195,1.0,0.004621598297769217,,,
1289,0.5371250000000032,-0.29512055555555555,1289.0,5.0,7378842.0,0.5367845693560572,-0.2951691994821649,18.746864318847656,0.6993576762822803,0.02917721102363861,7378490;7378531,0.0057592012147120114;0.00678360030050063,0.13804409117444116;0.1625982325432785
1290,0.8027333333333218,-0.2505119444444445,1290.0,5.0,,,,,,,,,
1291,0.8311958333333394,-0.2873211111111111,1291.0,5.0,,,,,,,,,
1292,0.4799250000000086,-0.35882194444444443,1292.0,5.0,7372531.0,0.4794636007419234,-0.3587841723946507,18.868305206298828,0.5336276756995166,0.0286750523160567,7372343;7372446;7372629,0.0070114257109162685;0.00816005293076331;0.00988953563301434,0.13047895307102955;0.15185430286346763;0.18403906836598619
1293,0.6832625000000121,-0.5537538888888889,1293.0,5.0,7353615.0,0.6819378118910617,-0.5548248075972784,19.346460342407227,0.512773508366544,0.018369370823392885,7353423;7353169;7353563,0.0014979840727543624;0.0062811551586954804;0.009675046590876134,0.041815615561817225;0.1753358891975378;0.270074986874101
1294,-5.994550000000004,0.15812083333333332,1294.0,5.0,6579161.0,-5.994746792755335,0.1586531588721079,22.95281791687012,0.443558361756437,0.006701583973960035,6579244;6579254,0.003980619212639133;0.004426482731128953,0.2634656140391656;0.29297602420439744
1295,-5.955516666666711,0.15111611111111112,1295.0,5.0,6578523.0,-5.955303607264455,0.15070904401769006,20.953947067260746,0.8237050410150031,0.015415358492232113,6578318,0.0032992999408845243,0.17629495898499692
1296,-5.994108333333372,0.17811611111111111,1296.0,5.0,6581202.0,-5.993637558263117,0.17831183019353442,21.29183006286621,0.6061244474623011,0.013777401816974498,6581160;6581244,0.005195609360530932;0.003757307447089243,0.22857617820232293;0.16529937433537595
1297,-6.005720833333385,0.03434194444444445,1297.0,5.0,6565478.0,-6.0050891535925635,0.033578900674976285,22.582727432250977,1.0,0.007010795425307309,,,
1298,-6.061650000000101,0.056550833333333335,1298.0,5.0,6568112.0,-6.061149475151581,0.05729278719655994,20.519031524658203,0.599424706740361,0.01664084556912128,6568080;6568088,0.005065510501837916;0.006055004750507933,0.18246621750331815;0.21810907575632088
1299,-5.888008333333347,0.16789138888888888,1299.0,5.0,6580178.0,-5.889163717120539,0.1677756659817451,21.765155792236328,0.694499251886723,0.008462943243961962,6580275,0.0037227333006433294,0.30550074811327704
1300,-5.89968749999997,0.04558972222222222,1300.0,5.0,,,,,,,,,
1301,-5.922341666666683,0.2485263888888889,1301.0,5.0,6588549.0,-5.92262286703135,0.2479863307604059,21.252910614013672,0.7451825882740339,0.013790787746388668,6588606,0.004715801059356795,0.254817411725966
1302,-5.854333333333329,0.07921166666666668,1302.0,5.0,,,,,,,,,
1303,-6.108162500000049,0.23653194444444445,1303.0,5.0,6587072.0,-6.108469451006044,0.2361821503466465,23.8740177154541,1.0,0.005330201728984267,,,
1304,-5.9181500000000264,-0.015837777777777774,1304.0,5.0,6560573.0,-5.917730172364316,-0.014754519540927706,19.16656494140625,1.0,0.029158566639803145,,,
1305,-6.155454166666742,0.16658166666666666,1305.0,5.0,6580057.0,-6.154876158949322,0.1671107785673853,24.11562919616699,1.0,0.004283956433231979,,,
1306,-5.9723041666666745,-0.05997166666666667,1306.0,5.0,6556016.0,-5.973151315167228,-0.0598573304472733,20.616382598876953,0.7743352748342561,0.017272012023584117,6555792,0.005033586836394376,0.22566472516574385
1307,15.609420833333333,-0.6500391666666667,1307.0,5.0,,,,,,,,,
1310,-49.07444166666676,0.020900555555555558,1310.0,5.0,,,,,,,,,
1311,-49.036625000000065,0.12753499999999998,1311.0,5.0,,,,,,,,,
1312,16.500058333333328,-0.5355366666666667,1312.0,5.0,8605167.0,16.498293454950428,-0.5359592188713473,22.189746856689453,0.5936991969392094,0.005420424945589042,8605334,0.003709492988499144,0.4063008030607906
1313,16.44883333333334,-0.6078569444444444,1313.0,5.0,8595314.0,16.44938887661675,-0.6069951355320132,21.923118591308594,0.6607548578666751,0.00979101679189431,8595136,0.00502690951667005,0.33924514213332485
1314,16.349145833333324,-0.426975,1314.0,5.0,8620494.0,16.348703579255293,-0.4274152775302743,18.717294692993164,0.49025687666494977,0.02737317763941529,8620050;8620432;8620511,0.0037418568118387134;0.004365671209807769;0.020353651677535244,0.06701710183833447;0.07818969211614585;0.36453632938056996
1315,16.43697499999999,-0.3762202777777778,1315.0,5.0,8627107.0,16.436363560929625,-0.3772541737314023,21.12200164794922,0.6682119316689132,0.011749456392772507,8627254;8627023;8627314,0.0024953426848514687;0.0017503753641707623;0.0015882535634898869,0.14191445968906083;0.09954687809707494;0.09032673054495083
1316,16.270645833333333,-0.5179916666666667,1316.0,5.0,8607924.0,16.26960758987023,-0.5176622763236376,20.513540267944336,0.6916921991411312,0.015983881277783978,8607342,0.00712449163379582,0.30830780085886866
1317,16.584404166666673,-0.4977122222222222,1317.0,5.0,8807213.0,16.584592280191227,-0.4974702958497666,20.689285278320312,0.4895104533086305,0.01823105695208445,8807172;8807450,0.003662002253448607;0.015350388465215628,0.09832608102833547;0.41216346566303397
1319,16.448925000000006,-0.7472027777777778,1319.0,5.0,,,,,,,,,
1320,29.21788333333333,-0.20639555555555555,1320.0,5.0,,,,,,,,,
1321,29.19264583333333,-0.26669472222222224,1321.0,5.0,,,,,,,,,
1322,29.19568749999999,-0.3540633333333333,1322.0,5.0,,,,,,,,,
1323,-18.898170833333324,-0.16077305555555554,1323.0,5.0,,,,,,,,,
1324,-18.851329166666687,-0.15954388888888887,1324.0,5.0,,,,,,,,,
1325,-18.83822916666668,-0.14641305555555556,1325.0,5.0,,,,,,,,,
1326,-18.97931250000005,-0.1591775,1326.0,5.0,,,,,,,,,
1327,-18.98151666666672,-0.1699611111111111,1327.0,5.0,,,,,,,,,
1328,-18.866358333333377,-0.06525583333333332,1328.0,5.0,,,,,,,,,
1329,-18.80640833333337,-0.15679888888888888,1329.0,5.0,,,,,,,,,
1330,-18.894187500000047,-0.04257138888888889,1330.0,5.0,1649108.0,-18.894520345403638,-0.04124494390607986,22.55204963684082,1.0,0.006207822191766943,,,
1331,-18.79926666666671,-0.10525305555555556,1331.0,5.0,,,,,,,,,
1332,-19.00508750000006,-0.18078805555555555,1332.0,5.0,,,,,,,,,
1333,-18.88487916666668,-0.27142666666666665,1333.0,5.0,,,,,,,,,
1334,-19.01588333333342,-0.13798888888888888,1334.0,5.0,,,,,,,,,
1335,-19.02006250000005,-0.19755916666666665,1335.0,5.0,,,,,,,,,
1336,-18.992345833333328,-0.05694444444444445,1336.0,5.0,,,,,,,,,
1337,-18.902841666666692,-0.28522444444444445,1337.0,5.0,,,,,,,,,
1338,-18.75307916666668,-0.16493805555555555,1338.0,5.0,,,,,,,,,
1339,-18.80895416666669,-0.031057777777777774,1339.0,5.0,1650672.0,-18.8105753080211,-0.031979505900952415,17.43606185913086,0.4995833549621832,0.0328527675685016,1650514;1650409;1650457;1650503,0.01245647710229508;0.005464793510971186;0.009369860024711525;0.005616434363024344,0.18942235562950535;0.08310167083165691;0.14248498537941984;0.08540763319723475
1340,-19.01447916666672,-0.25898499999999997,1340.0,5.0,,,,,,,,,
1341,-18.843987500000022,0.0035925,1341.0,5.0,1654474.0,-18.843042015038293,0.003564320355404765,23.12786102294922,0.6045479500954429,0.0064664168725930464,1654326,0.00422986763481809,0.3954520499045571
1342,-18.736379166666726,-0.18764055555555556,1342.0,5.0,,,,,,,,,
1343,-18.94657500000005,-0.317525,1343.0,5.0,,,,,,,,,
1344,-19.047354166666764,-0.24698972222222226,1344.0,5.0,,,,,,,,,
1345,-18.89325833333339,0.030284166666666668,1345.0,5.0,1657406.0,-18.892656586385613,0.030567602681491963,21.17514991760254,0.5412196647582953,0.013721497031577337,1657240;1657321,0.005924697659914663;0.005706721924546438,0.2336889971927986;0.22509133804890616
1346,-19.11734166666673,-0.20904111111111112,1346.0,5.0,,,,,,,,,
1349,38.83909583333332,0.8225636111111111,1349.0,5.0,14799716.0,38.840222553873076,0.8240499640335617,21.24793815612793,0.5779735784268978,0.009235819811107849,14799569;14799461,0.003652580148219961;0.0030912575126374004,0.22857687373012;0.1934495478429821
1363,31.62102916666666,-0.3686155555555555,1363.0,5.0,11954285.0,31.62133210513739,-0.36804152307685706,21.53889274597168,0.5976110646056421,0.01008088894540978,11954026;11954075,0.0029248515517968617;0.003862904583958421,0.1733898328955091;0.2289991024988489
1364,31.44650000000001,-0.3926563888888889,1364.0,5.0,11951546.0,31.447060767869612,-0.3925950693757285,21.84889411926269,1.0,0.009997779848155319,,,
1372,31.71077916666667,-0.2988775,1372.0,5.0,11962072.0,31.70953073607964,-0.29895718824975265,22.58903694152832,1.0,0.006511983183959002,,,
1383,22.717808333333327,1.4533355555555556,1383.0,5.0,,,,,,,,,
1384,22.692133333333345,1.3151366666666666,1384.0,5.0,,,,,,,,,
1395,43.37407500000001,-0.2344833333333333,1395.0,5.0,14467048.0,43.37332640929088,-0.2348541506934112,16.085615158081055,1.0,0.6479083014379264,,,
1396,43.31661666666668,-0.24085277777777775,1396.0,5.0,14466025.0,43.31674909009985,-0.24139946337005905,22.65763664245605,1.0,0.007667105813912542,,,
1397,43.30339999999998,-0.2741886111111111,1397.0,5.0,14463532.0,43.30408394892359,-0.2733616915013625,22.08024787902832,0.6770565928298433,0.007866005605863091,14463523,0.0037519384318518796,0.3229434071701566
1398,43.39192083333333,-0.2964222222222222,1398.0,5.0,14461430.0,43.391824903138286,-0.29611703127594624,23.245872497558594,0.619027822478112,0.007304112763737219,14461394,0.004495215955442413,0.3809721775218879
1399,43.36295416666667,-0.1834083333333333,1399.0,5.0,,,,,,,,,
1400,43.31114583333334,-0.1902083333333333,1400.0,5.0,,,,,,,,,
1401,43.40764583333333,-0.20189277777777775,1401.0,5.0,14469326.0,43.40834121759031,-0.20173338521943165,19.683603286743164,0.662796665741366,0.02501406798377148,14469126,0.01272611581119706,0.3372033342586341
1402,43.32619166666666,-0.3367563888888889,1402.0,5.0,14457903.0,43.325068119038505,-0.33721116048008737,17.8778018951416,0.7674620654380923,0.024594907262200833,14457648,0.0074521584753887635,0.23253793456190766
1403,43.25646666666666,-0.2706969444444444,1403.0,5.0,14463771.0,43.256937354829894,-0.2705827818160437,20.97024726867676,0.6227562721331121,0.014867913819199134,14463634,0.009006456435270442,0.3772437278668878
1404,43.44420833333334,-0.2034525,1404.0,5.0,,,,,,,,,
1405,43.32829583333333,-0.15046638888888889,1405.0,5.0,,,,,,,,,
1406,43.45450833333331,-0.2668305555555556,1406.0,5.0,14464131.0,43.45472044028525,-0.2662243363028926,21.684043884277344,0.47228055179502143,0.009671737293065683,14464025;14464076,0.004778622709742921;0.00602843645896778,0.2333448998656834;0.29437454833929527
1407,43.42420833333333,-0.17432277777777774,1407.0,5.0,14471824.0,43.42431981883339,-0.17251212975297694,21.4755973815918,0.6097745538580889,0.008210774543258659,14471497,0.005254488136708025,0.3902254461419111
1408,43.23498749999999,-0.31732666666666665,1408.0,5.0,14459835.0,43.234781982336905,-0.3176713975957192,20.34092712402344,0.7037394562665764,0.024892244914699574,14459278;14459440,0.003502458805005422;0.006976689333564981,0.09901953252818325;0.19724101120524024
1409,43.22468333333333,-0.31853944444444443,1409.0,5.0,14459430.0,43.22488334543229,-0.3184608393403926,20.415061950683594,0.8454600348126312,0.02305733749659087,14459258,0.004214605052060505,0.1545399651873688
1410,43.212950000000006,-0.2013602777777778,1410.0,5.0,14469065.0,43.21190485129009,-0.20237501102871586,23.93684005737305,0.559242697664167,0.004180142375422494,14469295,0.0032945057386825683,0.4407573023358329
1411,43.21235833333333,-0.18903916666666665,1411.0,5.0,14470470.0,43.212773253525114,-0.1874614415940664,22.33601188659668,0.35814623738979967,0.005564203924085256,14470291;14470240;14470310,0.004601298616587177;0.0020692284639797095;0.0033013917943409397,0.2961677553736505;0.13318821502323727;0.21249779221331253
1412,43.48665,-0.18995583333333327,1412.0,5.0,14470471.0,43.486716068040174,-0.1899532347889485,19.304569244384766,0.9033746185287276,0.024612670894393406,14470183,0.002632583056263961,0.09662538147127246
1413,43.50311249999999,-0.2592833333333333,1413.0,5.0,,,,,,,,,
1414,43.45840833333333,-0.1306025,1414.0,5.0,14475001.0,43.45772771470399,-0.13120182149177753,22.80330467224121,1.0,0.006459498265667994,,,
1415,43.29190416666666,-0.09626861111111112,1415.0,5.0,14477966.0,43.292925842551604,-0.09666152547595587,19.99910545349121,1.0,0.020720681103984118,,,
1416,43.49364583333332,-0.15317750000000002,1416.0,5.0,14473338.0,43.49554701005542,-0.15293965829251138,21.744489669799805,1.0,0.0062659133300090215,,,
1417,43.4327375,-0.08357555555555556,1417.0,5.0,14478529.0,43.431922268984586,-0.08495198124206761,24.03661918640137,1.0,0.003546062284743372,,,
1418,43.40519166666667,-0.07236416666666666,1418.0,5.0,14479542.0,43.405973654810325,-0.07228234952230951,21.65723991394043,1.0,0.009474541667031476,,,
1419,43.54664166666666,-0.3123383333333333,1419.0,5.0,,,,,,,,,
1423,-18.124591666666674,0.0016541666666666664,1423.0,5.0,1460669.0,-18.12420597622662,0.0018313441729870296,18.79819869995117,0.8815811105418296,0.030903490514610932,1460321,0.004151129128517875,0.11841888945817028
1424,-18.160216666666717,0.08486194444444442,1424.0,5.0,1467577.0,-18.160001102298228,0.08336185937283025,21.72062873840332,0.4362178975016238,0.007513089623279721,1467705;1467562,0.005294983376472735;0.004415176358675698,0.30743231235177165;0.25634979014660453
1425,-18.237608333333355,0.0067305555555555565,1425.0,5.0,1461198.0,-18.23749931514521,0.007404340277167762,19.03655242919922,0.8459357561568975,0.03911520689654122,1460746;1461020,0.0031287058084758014;0.0039950677516578,0.06766381476354887;0.08640042907955364
1426,-18.20767083333334,-0.059925555555555565,1426.0,5.0,1647104.0,-18.2085658195997,-0.06020469222602658,19.57134437561035,0.5432760086182965,0.029500042490917255,1647089;1646853;1647048,0.014659218037940047;0.005820407124254958;0.0043206180634319845,0.26996576250930604;0.10718925411623742;0.07956897475616
1427,-18.08632083333333,-0.07058944444444444,1427.0,5.0,1645749.0,-18.086490980940713,-0.07117140953324139,21.342145919799805,0.23752946135080635,0.013683035301647732,1645590;1645694;1645768;1645781;1645859;1645894;1645898,0.0037363858947221146;0.002883579928340119;0.005131686659513186;0.008211648908166662;0.012619391518378147;0.005399270912499926;0.005940635242396378,0.06486146599835346;0.050057254990648475;0.08908306828006947;0.14254940508147934;0.21906522959670613;0.09372817384887877;0.10312594085305798
1428,-18.11547500000006,0.12472527777777777,1428.0,5.0,1470836.0,-18.115307138511586,0.12317221311288877,21.49111557006836,1.0,0.008688659038402092,,,
1429,-18.20755833333334,-0.08511305555555555,1429.0,5.0,,,,,,,,,
1430,-18.036008333333317,-0.03583,1430.0,5.0,1457158.0,-18.03574523562571,-0.035752946447970564,22.22228240966797,0.580439957800512,0.008052717939678149,1457210,0.0058207548139769996,0.4195600421994879
1432,-18.257150000000024,-0.06934527777777777,1432.0,5.0,,,,,,,,,
